frame,time_sec,in_flux,out_flux,net_flux,in_event_active,out_event_active
1,0.041666666666666664,4481.8818359375,860.1943359375,3621.6875,True,True
2,0.08333333333333333,762.7318115234375,2434.241455078125,-1671.5096435546875,True,True
3,0.125,2492.9892578125,692.5570068359375,1800.4322509765625,True,True
4,0.16666666666666666,2942.98681640625,2462.3076171875,480.67919921875,True,True
5,0.20833333333333334,2802.43603515625,2832.0126953125,-29.57666015625,True,True
6,0.25,2843.8935546875,3471.56494140625,-627.67138671875,True,True
7,0.2916666666666667,1489.31005859375,3623.82177734375,-2134.51171875,True,True
8,0.3333333333333333,1884.957763671875,2668.99951171875,-784.041748046875,True,True
9,0.375,229.53500366210938,2141.43310546875,-1911.8981018066406,True,True
10,0.4166666666666667,110.17335510253906,2198.8623046875,-2088.688949584961,True,True
11,0.4583333333333333,3262.794677734375,1417.62353515625,1845.171142578125,True,True
12,0.5,797.3536376953125,3532.11279296875,-2734.7591552734375,True,True
13,0.5416666666666666,2184.0517578125,828.41552734375,1355.63623046875,True,True
14,0.5833333333333334,2515.160400390625,1088.8482666015625,1426.3121337890625,True,True
15,0.625,2156.387939453125,4292.1298828125,-2135.741943359375,True,True
16,0.6666666666666666,957.5303344726562,5069.98583984375,-4112.455505371094,True,True
17,0.7083333333333334,1739.124267578125,2415.9267578125,-676.802490234375,True,True
18,0.75,1757.095703125,3658.58154296875,-1901.48583984375,True,True
19,0.7916666666666666,1821.778076171875,1702.1280517578125,119.6500244140625,True,True
20,0.8333333333333334,1231.504150390625,4828.3115234375,-3596.807373046875,True,True
21,0.875,814.1958618164062,3674.454833984375,-2860.2589721679688,True,True
22,0.9166666666666666,3110.375,3222.3828125,-112.0078125,True,True
23,0.9583333333333334,2942.732421875,5583.599609375,-2640.8671875,True,True
24,1.0,3147.21337890625,8329.541015625,-5182.32763671875,True,True
25,1.0416666666666667,3841.99365234375,4253.341796875,-411.34814453125,True,True
26,1.0833333333333333,4889.7119140625,5629.59423828125,-739.88232421875,True,True
27,1.125,2536.5751953125,2095.3359375,441.2392578125,True,True
28,1.1666666666666667,5224.2548828125,1346.893310546875,3877.361572265625,True,True
29,1.2083333333333333,5066.166015625,3513.627685546875,1552.538330078125,True,True
30,1.25,5501.96630859375,522.7297973632812,4979.236511230469,True,True
31,1.2916666666666667,4196.310546875,1490.830810546875,2705.479736328125,True,True
32,1.3333333333333333,4563.0517578125,21.278188705444336,4541.773569107056,True,True
33,1.375,1918.0980224609375,637.961669921875,1280.1363525390625,True,True
34,1.4166666666666667,2923.67041015625,441.6158752441406,2482.0545349121094,True,True
35,1.4583333333333333,3025.896728515625,745.4710693359375,2280.4256591796875,True,True
36,1.5,356.77374267578125,2148.41796875,-1791.6442260742188,True,True
37,1.5416666666666667,3041.1240234375,315.6230773925781,2725.500946044922,True,True
38,1.5833333333333333,1584.7252197265625,181.0987548828125,1403.62646484375,True,True
39,1.625,4721.16455078125,153.67889404296875,4567.485656738281,True,True
40,1.6666666666666667,3381.06396484375,529.0427856445312,2852.0211791992188,True,True
41,1.7083333333333333,4505.73974609375,267.8694152832031,4237.870330810547,True,True
42,1.75,3192.18798828125,115.12747192382812,3077.060516357422,True,True
43,1.7916666666666667,4373.509765625,19.045589447021484,4354.4641761779785,True,True
44,1.8333333333333333,6725.994140625,50.30200958251953,6675.6921310424805,True,True
45,1.875,5983.66943359375,433.9821472167969,5549.687286376953,True,True
46,1.9166666666666667,1879.81396484375,1602.229736328125,277.584228515625,True,True
47,1.9583333333333333,1492.408447265625,387.94329833984375,1104.4651489257812,True,True
48,2.0,4707.484375,121.77336120605469,4585.711013793945,True,True
49,2.0416666666666665,1636.923095703125,318.1241149902344,1318.7989807128906,True,True
50,2.0833333333333335,4082.26220703125,817.484619140625,3264.777587890625,False,False
51,2.125,1134.184814453125,1088.5252685546875,45.6595458984375,False,False
52,2.1666666666666665,871.7310791015625,1840.773193359375,-969.0421142578125,False,False
53,2.2083333333333335,4906.7177734375,62.45636749267578,4844.261405944824,False,False
54,2.25,4093.023681640625,718.4100341796875,3374.6136474609375,False,False
55,2.2916666666666665,5181.4462890625,405.8820495605469,4775.564239501953,False,False
56,2.3333333333333335,1401.2001953125,2314.861328125,-913.6611328125,True,True
57,2.375,4851.4423828125,1952.04296875,2899.3994140625,True,True
58,2.4166666666666665,5097.599609375,781.0558471679688,4316.543762207031,True,True
59,2.4583333333333335,5507.533203125,135.1189422607422,5372.414260864258,True,True
60,2.5,9094.41015625,603.532958984375,8490.877197265625,True,True
61,2.5416666666666665,2100.43212890625,611.5423583984375,1488.8897705078125,True,True
62,2.5833333333333335,2826.99560546875,11.333282470703125,2815.662322998047,True,True
63,2.625,5154.10302734375,123.82809448242188,5030.274932861328,True,True
64,2.6666666666666665,5779.751953125,110.96687316894531,5668.785079956055,True,True
65,2.7083333333333335,4192.4853515625,582.5757446289062,3609.9096069335938,True,True
66,2.75,2170.373046875,1249.9893798828125,920.3836669921875,True,True
67,2.7916666666666665,2128.89599609375,702.7981567382812,1426.0978393554688,True,True
68,2.8333333333333335,2663.367431640625,96.3565673828125,2567.0108642578125,True,True
69,2.875,1108.138916015625,290.1494140625,817.989501953125,True,True
70,2.9166666666666665,930.6180419921875,1391.5404052734375,-460.92236328125,True,True
71,2.9583333333333335,430.4317626953125,1844.000732421875,-1413.5689697265625,True,True
72,3.0,3289.92431640625,456.3421630859375,2833.5821533203125,True,True
73,3.0416666666666665,2742.649169921875,784.635986328125,1958.01318359375,True,True
74,3.0833333333333335,2475.0107421875,347.2413635253906,2127.7693786621094,True,True
75,3.125,3776.34814453125,70.9120864868164,3705.4360580444336,True,True
76,3.1666666666666665,5312.21044921875,16.572336196899414,5295.638113021851,True,True
77,3.2083333333333335,1788.4293212890625,335.6271667480469,1452.8021545410156,True,True
78,3.25,3458.3486328125,512.3941650390625,2945.9544677734375,True,True
79,3.2916666666666665,529.8267822265625,806.5731201171875,-276.746337890625,True,True
80,3.3333333333333335,1538.283203125,82.42807006835938,1455.8551330566406,True,True
81,3.375,2977.60986328125,0.1401912122964859,2977.4696720689535,True,False
82,3.4166666666666665,1015.0966186523438,932.1134033203125,82.98321533203125,True,False
83,3.4583333333333335,2850.591552734375,37.991031646728516,2812.6005210876465,True,False
84,3.5,3714.4140625,32.66690444946289,3681.747158050537,True,False
85,3.5416666666666665,2858.66357421875,0.0,2858.66357421875,True,False
86,3.5833333333333335,2330.811279296875,23.439388275146484,2307.3718910217285,True,False
87,3.625,2823.37646484375,106.83885192871094,2716.537612915039,True,True
88,3.6666666666666665,2385.35302734375,2.782827854156494,2382.5701994895935,True,False
89,3.7083333333333335,1362.020263671875,149.48765563964844,1212.5326080322266,True,False
90,3.75,2007.75439453125,3.434748411178589,2004.3196461200714,True,False
91,3.7916666666666665,2252.733642578125,358.485595703125,1894.248046875,True,False
92,3.8333333333333335,2516.031982421875,403.4584655761719,2112.573516845703,True,False
93,3.875,1617.4913330078125,4.150704383850098,1613.3406286239624,True,False
94,3.9166666666666665,2914.32470703125,4.1824822425842285,2910.1422247886658,True,False
95,3.9583333333333335,2494.053466796875,87.14173889160156,2406.9117279052734,True,True
96,4.0,850.4874267578125,290.3773498535156,560.1100769042969,True,True
97,4.041666666666667,2010.99658203125,1.7057201862335205,2009.2908618450165,True,False
98,4.083333333333333,1882.4986572265625,847.4964599609375,1035.002197265625,True,False
99,4.125,2241.747314453125,662.8279418945312,1578.9193725585938,True,False
100,4.166666666666667,3797.346435546875,4.239025115966797,3793.107410430908,True,False
101,4.208333333333333,3548.226806640625,0.0,3548.226806640625,True,False
102,4.25,5428.2490234375,0.08027825504541397,5428.168745182455,True,False
103,4.291666666666667,3059.667724609375,0.0,3059.667724609375,True,False
104,4.333333333333333,941.2994384765625,4986.4208984375,-4045.1214599609375,True,True
105,4.375,6308.900390625,0.0,6308.900390625,False,False
106,4.416666666666667,4967.037109375,15.561144828796387,4951.475964546204,False,False
107,4.458333333333333,4225.83056640625,69.92389678955078,4155.906669616699,False,False
108,4.5,4809.2978515625,18.09542465209961,4791.2024269104,False,False
109,4.541666666666667,8169.37451171875,0.20247694849967957,8169.17203477025,False,False
110,4.583333333333333,8743.091796875,21.00313377380371,8722.088663101196,False,False
111,4.625,2495.90869140625,2909.666259765625,-413.757568359375,True,True
112,4.666666666666667,3543.7451171875,248.300048828125,3295.445068359375,True,True
113,4.708333333333333,4852.37451171875,156.60977172851562,4695.764739990234,True,True
114,4.75,1363.588134765625,1001.6680908203125,361.9200439453125,True,True
115,4.791666666666667,10743.140625,0.0,10743.140625,True,False
116,4.833333333333333,3103.27685546875,9.249874114990234,3094.0269813537598,True,False
117,4.875,2665.0830078125,551.4887084960938,2113.5942993164062,True,False
118,4.916666666666667,4352.087890625,1694.548828125,2657.5390625,True,False
119,4.958333333333333,2728.17919921875,131.86920166015625,2596.3099975585938,True,False
120,5.0,7163.701171875,51.0478630065918,7112.653308868408,True,False
121,5.041666666666667,12464.3759765625,375.9168701171875,12088.459106445312,True,True
122,5.083333333333333,8643.751953125,773.0091552734375,7870.7427978515625,True,True
123,5.125,5516.71044921875,955.8300170898438,4560.880432128906,True,True
124,5.166666666666667,2675.156005859375,1821.0911865234375,854.0648193359375,True,True
125,5.208333333333333,1241.317626953125,1289.714111328125,-48.396484375,True,True
126,5.25,2418.764892578125,1322.9632568359375,1095.8016357421875,True,True
127,5.291666666666667,2269.996826171875,504.5609130859375,1765.4359130859375,True,True
128,5.333333333333333,2935.991943359375,213.66587829589844,2722.3260650634766,True,True
129,5.375,1250.26123046875,9364.2578125,-8113.99658203125,True,True
130,5.416666666666667,5643.7236328125,196.26092529296875,5447.462707519531,True,True
131,5.458333333333333,5056.1279296875,202.1233673095703,4854.00456237793,True,True
132,5.5,6096.3671875,160.62181091308594,5935.745376586914,True,True
133,5.541666666666667,3790.205078125,378.076416015625,3412.128662109375,True,True
134,5.583333333333333,3546.091796875,718.16796875,2827.923828125,True,True
135,5.625,7094.9990234375,304.7344970703125,6790.2645263671875,True,True
136,5.666666666666667,5443.93896484375,438.5335693359375,5005.4053955078125,True,True
137,5.708333333333333,1098.9678955078125,1645.21142578125,-546.2435302734375,True,True
138,5.75,1864.3514404296875,115.29136657714844,1749.060073852539,True,True
139,5.791666666666667,1266.4129638671875,2905.252685546875,-1638.8397216796875,True,True
140,5.833333333333333,5814.46875,292.0723876953125,5522.3963623046875,True,True
141,5.875,1753.0521240234375,1.7405779361724854,1751.311546087265,True,False
142,5.916666666666667,2913.015380859375,735.7271118164062,2177.2882690429688,True,False
143,5.958333333333333,3564.813720703125,1592.1864013671875,1972.6273193359375,True,False
144,6.0,3094.413330078125,418.3155517578125,2676.0977783203125,True,False
145,6.041666666666667,1964.73828125,6131.24462890625,-4166.50634765625,True,False
146,6.083333333333333,1064.9991455078125,2431.77978515625,-1366.7806396484375,True,False
147,6.125,3441.77490234375,202.88905334472656,3238.8858489990234,True,True
148,6.166666666666667,2651.424072265625,1214.4500732421875,1436.9739990234375,True,True
149,6.208333333333333,1609.26708984375,2088.04638671875,-478.779296875,True,True
150,6.25,944.3396606445312,4309.4443359375,-3365.1046752929688,True,True
151,6.291666666666667,1319.90771484375,1621.204345703125,-301.296630859375,True,True
152,6.333333333333333,886.742431640625,3636.328125,-2749.585693359375,True,True
153,6.375,2112.02880859375,1755.341064453125,356.687744140625,True,True
154,6.416666666666667,2237.252685546875,1667.790771484375,569.4619140625,True,True
155,6.458333333333333,3026.435302734375,3132.27587890625,-105.840576171875,True,True
156,6.5,4612.1064453125,481.85260009765625,4130.253845214844,True,True
157,6.541666666666667,5053.8955078125,1003.7789306640625,4050.1165771484375,True,True
158,6.583333333333333,6536.3466796875,1573.8974609375,4962.44921875,True,True
159,6.625,7683.39306640625,470.1640625,7213.22900390625,False,True
160,6.666666666666667,4444.20361328125,1728.2900390625,2715.91357421875,False,True
161,6.708333333333333,3295.91796875,2179.721435546875,1116.196533203125,False,True
162,6.75,297.731689453125,5221.19921875,-4923.467529296875,False,True
163,6.791666666666667,3049.148193359375,1067.97998046875,1981.168212890625,False,True
164,6.833333333333333,2048.820556640625,1048.643310546875,1000.17724609375,False,True
165,6.875,1447.625,1948.744140625,-501.119140625,True,True
166,6.916666666666667,1947.944580078125,2687.45703125,-739.512451171875,True,True
167,6.958333333333333,2521.9765625,1087.297607421875,1434.678955078125,True,True
168,7.0,3860.1923828125,991.4327392578125,2868.7596435546875,True,True
169,7.041666666666667,6172.087890625,271.82373046875,5900.26416015625,True,True
170,7.083333333333333,4033.26611328125,1841.2681884765625,2191.9979248046875,True,True
171,7.125,7394.73046875,119.35528564453125,7275.375183105469,True,True
172,7.166666666666667,8169.2890625,919.509033203125,7249.780029296875,True,True
