frame,time_sec,in_flux,out_flux,net_flux,in_event_active,out_event_active
84,3.5,1641.696044921875,0.0,1641.696044921875,False,False
85,3.5416666666666665,2558.239013671875,1.8189332485198975,2556.420080423355,True,False
86,3.5833333333333335,4765.05126953125,21.607080459594727,4743.444189071655,True,False
87,3.625,5729.03515625,0.0,5729.03515625,True,False
88,3.6666666666666665,5543.2998046875,30.219545364379883,5513.08025932312,True,False
89,3.7083333333333335,2844.233642578125,0.0,2844.233642578125,True,False
90,3.75,2403.67724609375,8.23334789276123,2395.4438982009888,True,False
91,3.7916666666666665,3939.64013671875,32.76408386230469,3906.8760528564453,True,True
92,3.8333333333333335,2411.782958984375,0.0,2411.782958984375,True,False
93,3.875,4926.58984375,0.0,4926.58984375,True,False
94,3.9166666666666665,5826.9736328125,99.81159973144531,5727.162033081055,True,False
95,3.9583333333333335,4100.646484375,0.0,4100.646484375,True,False
96,4.0,7556.1748046875,65.0571517944336,7491.117652893066,True,False
97,4.041666666666667,6746.11474609375,0.0,6746.11474609375,True,False
98,4.083333333333333,4069.576904296875,1.1785223484039307,4068.398381948471,True,False
99,4.125,3465.89404296875,98.97836303710938,3366.9156799316406,True,True
100,4.166666666666667,3043.66357421875,10.273754119873047,3033.389820098877,True,True
101,4.208333333333333,2170.54541015625,110.32763671875,2060.2177734375,True,True
102,4.25,8.713020324707031,5.071497917175293,3.6415224075317383,True,False
103,4.291666666666667,9.501290321350098,0.0,9.501290321350098,True,False
104,4.333333333333333,0.0,0.775374174118042,-0.775374174118042,False,False
105,4.375,0.0,0.0,0.0,False,False
106,4.416666666666667,0.43932250142097473,0.0,0.43932250142097473,False,False
107,4.458333333333333,62.214935302734375,0.0,62.214935302734375,False,False
108,4.5,0.0,0.0,0.0,False,False
109,4.541666666666667,0.0,86.08154296875,-86.08154296875,False,True
110,4.583333333333333,0.0,0.0,0.0,False,False
111,4.625,3.023925542831421,0.0,3.023925542831421,False,False
112,4.666666666666667,0.0,67.709716796875,-67.709716796875,False,False
113,4.708333333333333,0.0,31.071762084960938,-31.071762084960938,False,False
114,4.75,10.439703941345215,0.0,10.439703941345215,False,False
115,4.791666666666667,8.731480598449707,0.0,8.731480598449707,False,False
116,4.833333333333333,41.398441314697266,0.6187179088592529,40.77972340583801,True,False
117,4.875,0.0,0.0,0.0,False,False
118,4.916666666666667,40.8068733215332,0.0,40.8068733215332,False,False
119,4.958333333333333,0.0,0.0,0.0,False,False
120,5.0,55.51369857788086,0.0,55.51369857788086,False,False
121,5.041666666666667,2.9230990409851074,0.6850874423980713,2.238011598587036,False,False
122,5.083333333333333,0.0,0.0,0.0,False,False
123,5.125,0.0,48.78797912597656,-48.78797912597656,False,True
124,5.166666666666667,26.061670303344727,0.0,26.061670303344727,True,False
125,5.208333333333333,0.0,0.0,0.0,False,False
126,5.25,0.0,10.205846786499023,-10.205846786499023,False,False
127,5.291666666666667,11.137186050415039,0.0,11.137186050415039,False,False
128,5.333333333333333,8.174034118652344,0.0,8.174034118652344,False,False
129,5.375,0.0,9.314910888671875,-9.314910888671875,False,False
130,5.416666666666667,125.20706939697266,0.0,125.20706939697266,False,False
131,5.458333333333333,0.0,0.0,0.0,False,False
132,5.5,0.0,0.0,0.0,False,False
133,5.541666666666667,0.0,98.94081115722656,-98.94081115722656,False,True
134,5.583333333333333,0.0,0.0,0.0,False,False
135,5.625,0.0,0.0,0.0,False,False
136,5.666666666666667,0.0,0.0,0.0,False,False
137,5.708333333333333,0.0,0.0,0.0,False,False
138,5.75,0.0,0.0,0.0,False,False
139,5.791666666666667,0.0,0.0,0.0,False,False
140,5.833333333333333,5.525625705718994,0.0,5.525625705718994,False,False
141,5.875,6.844779014587402,0.0,6.844779014587402,False,False
142,5.916666666666667,0.0,0.0,0.0,False,False
143,5.958333333333333,0.0,81.1650390625,-81.1650390625,False,True
144,6.0,0.0,0.0,0.0,False,False
145,6.041666666666667,0.0,0.0,0.0,False,False
146,6.083333333333333,15.68330192565918,0.0,15.68330192565918,False,False
147,6.125,0.0,0.0,0.0,False,False
148,6.166666666666667,39.43352508544922,0.0,39.43352508544922,True,False
149,6.208333333333333,16.8459415435791,29.691421508789062,-12.845479965209961,True,False
150,6.25,45.50886535644531,8.13135051727295,37.37751483917236,True,False
151,6.291666666666667,0.0,28.813913345336914,-28.813913345336914,False,True
152,6.333333333333333,0.0,55.43341064453125,-55.43341064453125,False,True
153,6.375,80.46910095214844,0.0,80.46910095214844,False,False
154,6.416666666666667,35.0306510925293,0.0,35.0306510925293,False,False
155,6.458333333333333,0.0,0.0,0.0,False,False
156,6.5,0.0,23.840805053710938,-23.840805053710938,False,False
157,6.541666666666667,21.655147552490234,0.0,21.655147552490234,False,False
158,6.583333333333333,0.0,0.0,0.0,False,False
159,6.625,43.488319396972656,66.61056518554688,-23.12224578857422,True,True
160,6.666666666666667,69.27114868164062,0.0,69.27114868164062,True,False
161,6.708333333333333,0.0,71.72358703613281,-71.72358703613281,False,False
162,6.75,0.0,0.0,0.0,False,False
163,6.791666666666667,0.0,0.0,0.0,False,False
164,6.833333333333333,17.55736541748047,16.916339874267578,0.6410255432128906,False,False
165,6.875,6.4609174728393555,26.60610008239746,-20.145182609558105,False,False
166,6.916666666666667,34.335487365722656,519.14892578125,-484.81343841552734,False,True
167,6.958333333333333,601.904296875,1278.49267578125,-676.58837890625,True,True
168,7.0,320.1663818359375,1256.3741455078125,-936.207763671875,True,True
169,7.041666666666667,205.29269409179688,896.774169921875,-691.4814758300781,True,True
170,7.083333333333333,160.15357971191406,760.5637817382812,-600.4102020263672,True,True
171,7.125,835.109619140625,326.1068115234375,509.0028076171875,True,True
172,7.166666666666667,44.366580963134766,9207.9755859375,-9163.609004974365,True,True
173,7.208333333333333,57.206573486328125,7607.826171875,-7550.619598388672,True,True
174,7.25,0.0,5316.8251953125,-5316.8251953125,False,True
175,7.291666666666667,788.8349609375,641.853515625,146.9814453125,False,True
176,7.333333333333333,2624.87255859375,373.686767578125,2251.185791015625,False,True
177,7.375,1504.79736328125,410.0304260253906,1094.7669372558594,False,True
178,7.416666666666667,678.7552490234375,123.65828704833984,555.0969619750977,False,True
179,7.458333333333333,588.867919921875,178.14117431640625,410.72674560546875,False,True
180,7.5,395.7546081542969,335.725830078125,60.028778076171875,True,True
181,7.541666666666667,750.8735961914062,601.6939697265625,149.17962646484375,True,True
182,7.583333333333333,879.013427734375,868.1387939453125,10.8746337890625,True,True
183,7.625,861.89892578125,1007.51806640625,-145.619140625,True,True
184,7.666666666666667,2.1247363090515137,507.7470703125,-505.6223340034485,False,True
185,7.708333333333333,282.1695251464844,1224.095947265625,-941.9264221191406,False,True
186,7.75,248.25357055664062,1377.810302734375,-1129.5567321777344,False,True
187,7.791666666666667,676.5986328125,302.8708190917969,373.7278137207031,False,True
188,7.833333333333333,877.8147583007812,984.137451171875,-106.32269287109375,False,True
189,7.875,332.5580139160156,1237.1929931640625,-904.6349792480469,False,True
190,7.916666666666667,9.893753051757812,1530.87158203125,-1520.9778289794922,False,True
191,7.958333333333333,265.6500244140625,1673.7633056640625,-1408.11328125,True,True
192,8.0,1142.743408203125,998.6173706054688,144.12603759765625,True,True
193,8.041666666666666,806.1905517578125,1274.158447265625,-467.9678955078125,True,True
194,8.083333333333334,1169.9676513671875,703.468017578125,466.4996337890625,True,True
195,8.125,1021.4658203125,1659.026123046875,-637.560302734375,True,True
196,8.166666666666666,253.5269775390625,3220.302490234375,-2966.7755126953125,True,True
197,8.208333333333334,96.0584487915039,2976.3095703125,-2880.251121520996,True,True
198,8.25,1067.0372314453125,3431.6005859375,-2364.5633544921875,True,True
199,8.291666666666666,390.5506591796875,4875.6533203125,-4485.1026611328125,True,True
200,8.333333333333334,1236.9947509765625,3604.93359375,-2367.9388427734375,True,True
201,8.375,1540.3643798828125,3264.2392578125,-1723.8748779296875,True,True
202,8.416666666666666,498.197021484375,5882.46923828125,-5384.272216796875,True,True
203,8.458333333333334,1421.02099609375,1363.3140869140625,57.7069091796875,True,True
204,8.5,1.2952466011047363,3200.767333984375,-3199.4720873832703,False,True
205,8.541666666666666,1775.9212646484375,1627.424560546875,148.4967041015625,False,True
206,8.583333333333334,342.5536193847656,2476.30712890625,-2133.7535095214844,False,True
207,8.625,313.0780334472656,2303.2822265625,-1990.2041931152344,False,True
208,8.666666666666666,82.61207580566406,1361.9720458984375,-1279.3599700927734,False,True
209,8.708333333333334,19.313962936401367,5410.4501953125,-5391.136232376099,False,True
210,8.75,202.7325439453125,1923.535400390625,-1720.8028564453125,True,True
211,8.791666666666666,446.7569580078125,3749.64306640625,-3302.8861083984375,True,True
212,8.833333333333334,1533.08056640625,774.3255615234375,758.7550048828125,True,True
213,8.875,2108.47705078125,1394.829345703125,713.647705078125,True,True
214,8.916666666666666,735.9793090820312,1433.1143798828125,-697.1350708007812,True,True
215,8.958333333333334,181.20518493652344,1722.8485107421875,-1541.643325805664,True,False
216,9.0,3095.285888671875,650.6285400390625,2444.6573486328125,True,False
217,9.041666666666666,195.31459045410156,3165.63916015625,-2970.3245697021484,True,False
218,9.083333333333334,12.455967903137207,5019.623046875,-5007.167078971863,True,False
219,9.125,1741.54345703125,3210.5908203125,-1469.04736328125,True,False
220,9.166666666666666,989.583251953125,1259.80224609375,-270.218994140625,True,False
221,9.208333333333334,2066.373779296875,606.2887573242188,1460.0850219726562,True,True
222,9.25,5908.16357421875,1455.9951171875,4452.16845703125,True,True
223,9.291666666666666,7670.9892578125,239.7182159423828,7431.271041870117,True,True
224,9.333333333333334,14878.26171875,0.0,14878.26171875,True,False
225,9.375,16818.689453125,0.0,16818.689453125,True,False
226,9.416666666666666,14541.1474609375,2.6940972805023193,14538.453363656998,True,False
227,9.458333333333334,15058.3984375,47.613319396972656,15010.785118103027,True,False
228,9.5,19573.58203125,0.0,19573.58203125,True,False
229,9.541666666666666,15640.34375,0.0,15640.34375,True,False
230,9.583333333333334,12716.57421875,15.049555778503418,12701.524662971497,True,False
231,9.625,15993.3447265625,0.0,15993.3447265625,True,False
232,9.666666666666666,2261.188720703125,141.12237548828125,2120.0663452148438,True,True
233,9.708333333333334,3636.95947265625,85.30513000488281,3551.654342651367,True,True
234,9.75,6907.01953125,0.0,6907.01953125,True,False
235,9.791666666666666,157.44253540039062,4153.1533203125,-3995.7107849121094,True,False
236,9.833333333333334,13.703439712524414,2216.119140625,-2202.4157009124756,True,False
237,9.875,57.159912109375,2789.97705078125,-2732.817138671875,True,False
238,9.916666666666666,19.626426696777344,2792.975341796875,-2773.3489151000977,True,False
239,9.958333333333334,0.0,1278.137451171875,-1278.137451171875,False,False
240,10.0,119.18663024902344,1328.71728515625,-1209.5306549072266,False,True
241,10.041666666666666,2094.03173828125,85.9601821899414,2008.0715560913086,False,True
242,10.083333333333334,1783.54296875,28.655542373657227,1754.8874263763428,False,True
243,10.125,946.6046142578125,0.0,946.6046142578125,False,False
244,10.166666666666666,1780.5599365234375,1.9871914386749268,1778.5727450847626,False,False
245,10.208333333333334,1052.1273193359375,0.0,1052.1273193359375,True,False
246,10.25,1243.796142578125,0.0,1243.796142578125,True,False
247,10.291666666666666,417.31805419921875,45.6815185546875,371.63653564453125,True,False
248,10.333333333333334,411.86834716796875,2.5707573890686035,409.29758977890015,True,False
249,10.375,1054.116455078125,0.0,1054.116455078125,True,False
250,10.416666666666666,740.5740966796875,0.0,740.5740966796875,True,False
251,10.458333333333334,1702.6162109375,0.0,1702.6162109375,True,False
252,10.5,1504.7156982421875,0.0,1504.7156982421875,True,False
253,10.541666666666666,1031.94677734375,73.76834869384766,958.1784286499023,True,True
254,10.583333333333334,759.194580078125,0.0,759.194580078125,True,False
255,10.625,410.12286376953125,0.0,410.12286376953125,True,False
256,10.666666666666666,756.26806640625,138.0727996826172,618.1952667236328,True,False
257,10.708333333333334,726.1621704101562,47.796485900878906,678.3656845092773,True,False
258,10.75,669.2628173828125,0.0,669.2628173828125,True,False
259,10.791666666666666,30.387531280517578,907.43798828125,-877.0504570007324,True,False
260,10.833333333333334,5.715447425842285,468.2097473144531,-462.49429988861084,False,True
261,10.875,66.47151184082031,134.53726196289062,-68.06575012207031,False,True
262,10.916666666666666,2004.15869140625,22.208576202392578,1981.9501152038574,False,True
263,10.958333333333334,1499.518798828125,0.0,1499.518798828125,False,False
264,11.0,2399.394775390625,22.711872100830078,2376.682903289795,False,False
265,11.041666666666666,2396.95654296875,0.0,2396.95654296875,False,False
266,11.083333333333334,735.2598876953125,4.1324005126953125,731.1274871826172,True,False
267,11.125,279.3237609863281,288.2861633300781,-8.96240234375,True,False
268,11.166666666666666,486.5379943847656,198.92355346679688,287.61444091796875,True,False
269,11.208333333333334,294.05694580078125,117.15388488769531,176.90306091308594,True,True
270,11.25,94.058837890625,231.35816955566406,-137.29933166503906,True,True
271,11.291666666666666,1871.74853515625,62.92603302001953,1808.8225021362305,True,True
272,11.333333333333334,1805.4295654296875,7.583892822265625,1797.8456726074219,True,False
273,11.375,972.836669921875,31.821237564086914,941.0154323577881,True,False
274,11.416666666666666,209.82711791992188,333.61907958984375,-123.79196166992188,True,False
275,11.458333333333334,431.50445556640625,138.9229278564453,292.58152770996094,True,False
276,11.5,1606.4578857421875,0.0,1606.4578857421875,True,False
277,11.541666666666666,8324.30859375,79.00070190429688,8245.307891845703,True,False
278,11.583333333333334,3241.353515625,4.6227874755859375,3236.730728149414,True,False
279,11.625,1315.088134765625,428.3103942871094,886.7777404785156,True,True
280,11.666666666666666,2011.7896728515625,0.0,2011.7896728515625,True,False
281,11.708333333333334,2801.17236328125,0.334736704826355,2800.8376265764236,True,False
282,11.75,3020.636962890625,1.8008874654769897,3018.836075425148,True,False
283,11.791666666666666,2020.58935546875,76.8445053100586,1943.7448501586914,True,False
284,11.833333333333334,2304.970947265625,27.779273986816406,2277.1916732788086,True,False
285,11.875,2773.505859375,94.772216796875,2678.733642578125,True,False
286,11.916666666666666,1666.537353515625,980.197509765625,686.33984375,True,True
287,11.958333333333334,2104.003173828125,1452.19677734375,651.806396484375,True,True
288,12.0,3620.5703125,3594.898681640625,25.671630859375,True,True
289,12.041666666666666,5773.6025390625,144.64190673828125,5628.960632324219,True,True
290,12.083333333333334,2.3212032318115234,3825.4599609375,-3823.1387577056885,False,True
291,12.125,2330.93212890625,1000.565185546875,1330.366943359375,False,True
292,12.166666666666666,49.36824035644531,10556.669921875,-10507.301681518555,False,True
293,12.208333333333334,635.2669067382812,8850.064453125,-8214.797546386719,False,True
294,12.25,422.8570251464844,6245.47802734375,-5822.621002197266,False,True
295,12.291666666666666,1759.0177001953125,8319.099609375,-6560.0819091796875,False,True
296,12.333333333333334,4092.245361328125,6616.54150390625,-2524.296142578125,True,True
297,12.375,2046.598876953125,9169.5224609375,-7122.923583984375,True,True
298,12.416666666666666,1984.6800537109375,1178.2100830078125,806.469970703125,True,True
299,12.458333333333334,2128.30224609375,468.1737060546875,1660.1285400390625,True,True
300,12.5,1363.104736328125,1591.355712890625,-228.2509765625,True,True
301,12.541666666666666,3275.6982421875,2673.96826171875,601.72998046875,True,True
302,12.583333333333334,2553.028076171875,2551.00634765625,2.021728515625,True,True
303,12.625,2370.528564453125,1201.64794921875,1168.880615234375,True,True
304,12.666666666666666,2038.775146484375,2523.18212890625,-484.406982421875,True,True
305,12.708333333333334,2828.5263671875,246.07937622070312,2582.446990966797,True,True
306,12.75,4986.2392578125,299.51226806640625,4686.726989746094,True,True
307,12.791666666666666,756.8175048828125,130.29774475097656,626.5197601318359,True,True
308,12.833333333333334,3788.65185546875,1635.09619140625,2153.5556640625,True,True
309,12.875,1277.0152587890625,944.77587890625,332.2393798828125,True,True
310,12.916666666666666,3448.32373046875,1981.9503173828125,1466.3734130859375,True,True
311,12.958333333333334,2481.24462890625,8.458863258361816,2472.785765647888,True,True
312,13.0,3480.958984375,58.598388671875,3422.360595703125,True,True
313,13.041666666666666,2577.484375,1823.516845703125,753.967529296875,True,True
314,13.083333333333334,3371.77099609375,543.0311279296875,2828.7398681640625,True,True
315,13.125,3436.5322265625,26.491012573242188,3410.041213989258,True,True
316,13.166666666666666,1850.23388671875,1.0418328046798706,1849.1920539140701,True,False
317,13.208333333333334,2090.74365234375,0.6019147634506226,2090.1417375802994,True,False
318,13.25,2151.367431640625,53.841819763183594,2097.5256118774414,True,False
319,13.291666666666666,514.8555908203125,835.555908203125,-320.7003173828125,True,False
320,13.333333333333334,3205.34375,432.92388916015625,2772.4198608398438,True,False
321,13.375,156.1220703125,664.4464111328125,-508.3243408203125,True,False
322,13.416666666666666,1214.831787109375,0.0,1214.831787109375,True,False
323,13.458333333333334,1253.79443359375,158.31307983398438,1095.4813537597656,True,True
324,13.5,5728.13671875,20.93329429626465,5707.203424453735,True,True
325,13.541666666666666,4520.22021484375,0.0,4520.22021484375,True,False
326,13.583333333333334,4454.1669921875,11.811924934387207,4442.355067253113,True,False
327,13.625,5117.22119140625,0.0,5117.22119140625,True,False
328,13.666666666666666,4167.5869140625,0.0,4167.5869140625,True,False
329,13.708333333333334,4908.6220703125,73.2491455078125,4835.3729248046875,True,False
330,13.75,3825.107666015625,221.2425079345703,3603.8651580810547,True,False
331,13.791666666666666,3687.70166015625,9.242938041687012,3678.458722114563,True,False
332,13.833333333333334,4389.52978515625,94.24685668945312,4295.282928466797,True,True
333,13.875,3092.16357421875,34.62498474121094,3057.538589477539,True,True
334,13.916666666666666,3253.32861328125,133.91392517089844,3119.4146881103516,True,True
335,13.958333333333334,4590.134765625,109.87162780761719,4480.263137817383,True,True
336,14.0,2935.617919921875,238.7786102294922,2696.839309692383,True,True
337,14.041666666666666,1286.6649169921875,60.450782775878906,1226.2141342163086,True,True
338,14.083333333333334,1807.3150634765625,87.85789489746094,1719.4571685791016,True,True
339,14.125,2322.913330078125,147.23617553710938,2175.6771545410156,True,True
340,14.166666666666666,476.24981689453125,914.9714965820312,-438.7216796875,True,True
341,14.208333333333334,472.50030517578125,318.303466796875,154.19683837890625,True,True
342,14.25,3827.61083984375,59.002803802490234,3768.6080360412598,True,True
343,14.291666666666666,3308.936767578125,245.83641052246094,3063.100357055664,True,True
344,14.333333333333334,5529.35791015625,555.4461059570312,4973.911804199219,False,True
345,14.375,6234.4560546875,207.85995483398438,6026.596099853516,False,True
346,14.416666666666666,4919.115234375,468.37554931640625,4450.739685058594,False,True
347,14.458333333333334,2872.55615234375,257.6884765625,2614.86767578125,False,True
348,14.5,3101.232177734375,119.11204528808594,2982.120132446289,False,True
349,14.541666666666666,5279.685546875,276.1011657714844,5003.584381103516,False,True
350,14.583333333333334,4327.357421875,171.83023071289062,4155.527191162109,True,True
351,14.625,1251.1376953125,1120.4183349609375,130.7193603515625,True,True
352,14.666666666666666,1427.1314697265625,583.1831665039062,843.9483032226562,True,True
353,14.708333333333334,5246.5263671875,322.26190185546875,4924.264465332031,True,True
354,14.75,3068.3427734375,759.0679321289062,2309.2748413085938,True,True
355,14.791666666666666,2777.71826171875,142.6806640625,2635.03759765625,True,True
356,14.833333333333334,5010.328125,38.527523040771484,4971.8006019592285,True,True
357,14.875,807.5782470703125,205.85122680664062,601.7270202636719,True,True
358,14.916666666666666,1251.8876953125,227.05145263671875,1024.8362426757812,True,True
359,14.958333333333334,2925.300048828125,393.74456787109375,2531.5554809570312,True,True
360,15.0,5252.63916015625,42.81973648071289,5209.819423675537,True,True
361,15.041666666666666,3860.154052734375,320.6300964355469,3539.523956298828,True,True
362,15.083333333333334,6527.46240234375,41.54127502441406,6485.921127319336,True,True
363,15.125,5902.974609375,143.89234924316406,5759.082260131836,True,True
364,15.166666666666666,5121.8359375,143.9496307373047,4977.886306762695,True,True
365,15.208333333333334,5698.70751953125,402.5933532714844,5296.114166259766,True,True
366,15.25,9034.701171875,420.43487548828125,8614.266296386719,True,True
367,15.291666666666666,7020.50537109375,1463.3358154296875,5557.1695556640625,True,True
368,15.333333333333334,2293.88916015625,6731.29931640625,-4437.41015625,True,True
369,15.375,3405.0859375,3388.927734375,16.158203125,True,True
370,15.416666666666666,2603.33251953125,1928.98828125,674.34423828125,True,True
371,15.458333333333334,4039.97802734375,670.7778930664062,3369.2001342773438,True,True
372,15.5,6862.576171875,608.1011962890625,6254.4749755859375,True,True
373,15.541666666666666,4358.63330078125,1968.7039794921875,2389.9293212890625,True,True
374,15.583333333333334,2860.0712890625,2212.9453125,647.1259765625,True,True
375,15.625,3202.8447265625,1241.140380859375,1961.704345703125,True,True
376,15.666666666666666,2434.86669921875,489.9585266113281,1944.9081726074219,True,True
377,15.708333333333334,2633.5703125,568.6972045898438,2064.8731079101562,True,True
378,15.75,2315.505859375,331.52142333984375,1983.9844360351562,True,True
379,15.791666666666666,1186.95751953125,348.9134826660156,838.0440368652344,True,True
380,15.833333333333334,1076.14208984375,541.6558837890625,534.4862060546875,True,False
381,15.875,1265.5634765625,689.5584716796875,576.0050048828125,True,False
382,15.916666666666666,3247.0078125,875.3656616210938,2371.6421508789062,True,False
383,15.958333333333334,2910.981201171875,440.1795349121094,2470.8016662597656,True,False
384,16.0,1883.3370361328125,306.6571044921875,1576.679931640625,True,False
385,16.041666666666668,630.150146484375,1346.5029296875,-716.352783203125,True,False
386,16.083333333333332,44.38645553588867,3700.3330078125,-3655.9465522766113,True,False
387,16.125,404.4795837402344,715.66015625,-311.1805725097656,True,True
388,16.166666666666668,118.79662322998047,1645.8157958984375,-1527.019172668457,True,True
