rows,low_pred_q25,high_frame_diff_q75,low_laplacian_q25,risk_rows,risk_median_under_error,risk_mean_under_error,risk_p90_under_error,all_underprediction_median_error
2522,16.87256838501731,5.382663514900851,2.664191430441692,0,,,,27.68796493357962
