target,feature,n,covariance,abs_covariance,feature_mean,target_mean,feature_std,target_std
in_signed_error,candidate_direction_entropy_mean,3222,-0.10198017073304964,0.10198017073304964,0.3074725568664163,-1.0965772065488468,0.2164824985688812,23.645095161814144
in_signed_error,filtered_candidate_ratio_band_p90,3822,0.099056353318608,0.099056353318608,0.11731895323928525,1.1570952347909114e-13,0.17483901396578458,22.135035602693243
in_signed_error,band_normal_abs_mean_p50,3822,0.09832130516784211,0.09832130516784211,0.2558907181875442,1.1570952347909114e-13,0.3735398143049389,22.135035602693243
in_signed_error,roi_flow_active_ratio_min,3822,0.09080136374834016,0.09080136374834016,0.014626753930734551,1.1570952347909114e-13,0.04741281438388996,22.135035602693243
in_signed_error,roi_edge_density_max,3822,0.08871417010020756,0.08871417010020756,0.018735202029565877,1.1570952347909114e-13,0.02061999769684798,22.135035602693243
in_signed_error,raw_candidate_ratio_band_p50,3822,0.08773418968674479,0.08773418968674479,0.07887628765538172,1.1570952347909114e-13,0.13641459059176192,22.135035602693243
in_signed_error,roi_flow_active_ratio_p10,3822,0.08549254192513157,0.08549254192513157,0.04287716503927229,1.1570952347909114e-13,0.0905353766960931,22.135035602693243
in_signed_error,direction_balance_abs_p90,2515,-0.08488579392434321,0.08488579392434321,0.9901924313114424,-2.4789391898189286,0.04606765048150924,25.565232364216516
in_signed_error,roi_dark_ratio_std,3822,-0.07915381755659454,0.07915381755659454,0.008729115760397553,1.1570952347909114e-13,0.026793714473654567,22.135035602693243
in_signed_error,roi_edge_density_p90,3822,0.07667827557991871,0.07667827557991871,0.014302600124089068,1.1570952347909114e-13,0.01652337655834599,22.135035602693243
in_signed_error,frame_diff_changed_ratio_10_p90,3822,-0.07155497681608033,0.07155497681608033,0.058075243167282874,1.1570952347909114e-13,0.08549869318494718,22.135035602693243
in_signed_error,background_dark_ratio_std,3822,-0.06967677078708195,0.06967677078708195,0.007644726193781133,1.1570952347909114e-13,0.026757196940675798,22.135035602693243
in_signed_error,entrance_saturation_mean_p10,3822,0.06842149345926189,0.06842149345926189,177.7103624945526,1.1570952347909114e-13,63.23535181410576,22.135035602693243
in_signed_error,filtered_candidate_ratio_band_max,3822,-0.06601482199493681,0.06601482199493681,0.23011837350961203,1.1570952347909114e-13,0.2603258115241606,22.135035602693243
in_signed_error,raw_candidate_ratio_band_std,3822,-0.06525739804506278,0.06525739804506278,0.05010024357453332,1.1570952347909114e-13,0.05409987227882784,22.135035602693243
in_signed_error,entrance_gray_entropy_min,3822,-0.06456515249931821,0.06456515249931821,4.959580346988774,1.1570952347909114e-13,1.7910253639328306,22.135035602693243
in_signed_error,roi_edge_density_p50,3822,0.06300470685804294,0.06300470685804294,0.011130984542225438,1.1570952347909114e-13,0.013541496700145027,22.135035602693243
in_signed_error,roi_edge_density_mean,3822,0.06285120957524956,0.06285120957524956,0.011271913285218042,1.1570952347909114e-13,0.01357172803939175,22.135035602693243
in_signed_error,background_bright_ratio_max,3822,0.05860599648987759,0.05860599648987759,0.03337139187375745,1.1570952347909114e-13,0.08973713026679726,22.135035602693243
in_signed_error,raw_candidate_ratio_band_mean,3822,0.057772329532736436,0.057772329532736436,0.08622301258252632,1.1570952347909114e-13,0.13513857031502516,22.135035602693243
in_signed_error,background_bright_ratio_min,3822,0.05562995678690727,0.05562995678690727,0.022272159318694928,1.1570952347909114e-13,0.06471255543020214,22.135035602693243
in_signed_error,frame_diff_changed_ratio_10_std,3822,-0.0550381678794818,0.0550381678794818,0.018468935983581285,1.1570952347909114e-13,0.021428868769886332,22.135035602693243
in_signed_error,roi_bright_ratio_max,3822,0.05416101866451853,0.05416101866451853,0.0289587686899139,1.1570952347909114e-13,0.07846968751485461,22.135035602693243
in_signed_error,raw_candidate_ratio_band_p90,3822,-0.0513248090495703,0.0513248090495703,0.15095566060096874,1.1570952347909114e-13,0.20230596165794368,22.135035602693243
in_signed_error,roi_edge_density_p10,3822,0.04906028366921825,0.04906028366921825,0.008451777525762875,1.1570952347909114e-13,0.010948689607390812,22.135035602693243
in_signed_error,background_bright_ratio_p90,3822,0.04893841142988866,0.04893841142988866,0.03131261890069334,1.1570952347909114e-13,0.08447011740408637,22.135035602693243
in_signed_error,roi_bright_ratio_min,3822,0.048671925271096546,0.048671925271096546,0.01912741254161189,1.1570952347909114e-13,0.05587750338100237,22.135035602693243
in_signed_error,raw_candidate_ratio_band_min,3822,0.04730469224353478,0.04730469224353478,0.004149354606316886,1.1570952347909114e-13,0.024361831174777342,22.135035602693243
in_signed_error,background_bright_ratio_mean,3822,0.04530999806736837,0.04530999806736837,0.02942927676447382,1.1570952347909114e-13,0.08018243142829208,22.135035602693243
in_signed_error,entrance_bright_ratio_max,3822,0.04416953128220875,0.04416953128220875,0.016415777989517478,1.1570952347909114e-13,0.05042597481210037,22.135035602693243
in_signed_error,background_bright_ratio_p10,3822,0.04411139882276556,0.04411139882276556,0.027283531862054747,1.1570952347909114e-13,0.07571781469121344,22.135035602693243
in_signed_error,roi_bright_ratio_p90,3822,0.04392399282515275,0.04392399282515275,0.02705449086640122,1.1570952347909114e-13,0.0734156270211751,22.135035602693243
in_signed_error,background_bright_ratio_p50,3822,0.043619536269953046,0.043619536269953046,0.02964703870326128,1.1570952347909114e-13,0.08075801219935952,22.135035602693243
in_signed_error,band_flow_mag_mean_mean,3822,0.04264825479614497,0.04264825479614497,0.44363123323179343,1.1570952347909114e-13,0.5914227858096504,22.135035602693243
in_signed_error,roi_flow_active_ratio_std,3822,-0.04256832476483235,0.04256832476483235,0.0344990938858316,1.1570952347909114e-13,0.03791442427780419,22.135035602693243
in_signed_error,roi_flow_mag_mean_mean,3822,-0.04125507578375492,0.04125507578375492,0.38816583678628597,1.1570952347909114e-13,0.5107513301944432,22.135035602693243
in_signed_error,roi_bright_ratio_mean,3822,0.040972220659385016,0.040972220659385016,0.025256325636996344,1.1570952347909114e-13,0.06919452528803105,22.135035602693243
in_signed_error,frame_diff_changed_ratio_10_p10,3822,0.040482694760810796,0.040482694760810796,0.015517886060162588,1.1570952347909114e-13,0.03634419657612537,22.135035602693243
in_signed_error,roi_bright_ratio_p10,3822,0.040206885327793124,0.040206885327793124,0.02324924862348492,1.1570952347909114e-13,0.06490797131759542,22.135035602693243
in_signed_error,roi_bright_ratio_p50,3822,0.03955896253384148,0.03955896253384148,0.025440991068781428,1.1570952347909114e-13,0.06967388030669239,22.135035602693243
in_signed_error,band_normal_abs_p90_p50,3822,0.03854477448693741,0.03854477448693741,0.744528490338702,1.1570952347909114e-13,1.0968472959431506,22.135035602693243
in_signed_error,roi_flow_active_ratio_p50,3822,0.03753080653911538,0.03753080653911538,0.07911149560058019,1.1570952347909114e-13,0.13206042345404517,22.135035602693243
in_signed_error,frame_diff_mean_p10,3822,0.036292954995788704,0.036292954995788704,1.0180885386198943,1.1570952347909114e-13,1.234350191666376,22.135035602693243
in_signed_error,persistence_mean_max,3822,-0.03573057531218107,0.03573057531218107,0.06473272269593382,1.1570952347909114e-13,0.07262827388442178,22.135035602693243
in_signed_error,roi_edge_density_min,3822,0.03542930702064813,0.03542930702064813,0.0057468943817181855,1.1570952347909114e-13,0.007984320939974324,22.135035602693243
in_signed_error,roi_flow_active_ratio_p90,3822,-0.0330478296614322,0.0330478296614322,0.12817067436989243,1.1570952347909114e-13,0.17598201563777113,22.135035602693243
in_signed_error,entrance_bright_ratio_p90,3822,0.03053213868758877,0.03053213868758877,0.013408238519183893,1.1570952347909114e-13,0.039661614865667175,22.135035602693243
in_signed_error,roi_flow_active_ratio_mean,3822,0.030126715078625528,0.030126715078625528,0.08295862718698149,1.1570952347909114e-13,0.13123408396767264,22.135035602693243
in_signed_error,entrance_bright_ratio_p10,3822,0.02876067183260154,0.02876067183260154,0.00917943648321799,1.1570952347909114e-13,0.029340744703652534,22.135035602693243
in_signed_error,entrance_bright_ratio_min,3822,0.02865928222775772,0.02865928222775772,0.005479887875896275,1.1570952347909114e-13,0.02186921654055465,22.135035602693243
in_signed_error,persistence_mean_p10,3822,0.02856613905384871,0.02856613905384871,0.012370345593571306,1.1570952347909114e-13,0.026432618767698025,22.135035602693243
in_signed_error,raw_candidate_component_area_ratio_max,3822,-0.027203769257672854,0.027203769257672854,0.029578957076929153,1.1570952347909114e-13,0.030171098509062275,22.135035602693243
in_signed_error,entrance_bright_ratio_mean,3822,0.026761483129464452,0.026761483129464452,0.011475414834492886,1.1570952347909114e-13,0.034070030890818975,22.135035602693243
