target,feature,n,n_raw,outlier_filter,pearson_r,pearson_abs_r,spearman_r,spearman_abs_r
in_abs_error,entrance_gray_p95_min,3225,3822,iqr,-0.07478356686139671,0.07478356686139671,-0.10907564866456634,0.10907564866456634
in_abs_error,persistence_max_max,3225,3822,iqr,0.07442782630630188,0.07442782630630188,0.03027167108324935,0.03027167108324935
in_abs_error,entrance_dark_ratio_p50,2565,3822,iqr,0.0736934919279521,0.0736934919279521,0.08416267176308449,0.08416267176308449
in_abs_error,roi_gray_std_p90,3225,3822,iqr,0.07274397218501971,0.07274397218501971,0.0012893099255456954,0.0012893099255456954
in_abs_error,roi_gray_dynamic_range_p90,3225,3822,iqr,0.07241776782804567,0.07241776782804567,0.0023927378725731763,0.0023927378725731763
in_abs_error,background_gray_dynamic_range_p90,3225,3822,iqr,0.07208420285964881,0.07208420285964881,0.009864989891071221,0.009864989891071221
in_abs_error,left_raw_candidate_pixels_p10,3225,3822,iqr,0.07180205366489884,0.07180205366489884,0.08333707115989966,0.08333707115989966
in_abs_error,entrance_gray_mean_p10,3217,3822,iqr,-0.07154143386224515,0.07154143386224515,-0.10334628674108476,0.10334628674108476
in_abs_error,roi_gray_dynamic_range_p50,3225,3822,iqr,0.07149019293727904,0.07149019293727904,0.006053694175430626,0.006053694175430626
in_abs_error,roi_gray_dynamic_range_max,3225,3822,iqr,0.07138321953069411,0.07138321953069411,-0.010157090669088717,0.010157090669088717
in_abs_error,roi_bright_ratio_std,2477,3822,iqr,0.07129251643668492,0.07129251643668492,0.05085246015811224,0.05085246015811224
in_abs_error,entrance_gray_std_max,3224,3822,iqr,0.0711427800301714,0.0711427800301714,-0.020567513019769883,0.020567513019769883
in_abs_error,top_raw_candidate_pixels_min,3225,3822,iqr,0.07109496503776266,0.07109496503776266,0.04799343419971059,0.04799343419971059
in_abs_error,roi_gray_p50_p10,3225,3822,iqr,-0.07100084728100615,0.07100084728100615,-0.12083746632059005,0.12083746632059005
in_abs_error,roi_dark_ratio_mean,2555,3822,iqr,0.07089959035251352,0.07089959035251352,0.043001590277880176,0.043001590277880176
in_abs_error,background_bright_ratio_std,2476,3822,iqr,0.07028222331112725,0.07028222331112725,0.05495267666080412,0.05495267666080412
in_abs_error,background_gray_std_p50,3225,3822,iqr,0.07018364034449037,0.07018364034449037,0.011452099498375284,0.011452099498375284
in_abs_error,roi_dark_ratio_p90,2559,3822,iqr,0.07013318210479391,0.07013318210479391,0.055589907556634684,0.055589907556634684
in_abs_error,band_normal_abs_p90_p10,2870,3822,iqr,0.06976350265884239,0.06976350265884239,-0.006529766294433794,0.006529766294433794
in_abs_error,roi_saturation_mean_std,2982,3822,iqr,0.06965471760870197,0.06965471760870197,0.1056590875909845,0.1056590875909845
in_abs_error,entrance_gray_std_p90,3224,3822,iqr,0.0694745476901862,0.0694745476901862,-0.004382769274929871,0.004382769274929871
in_abs_error,roi_saturation_std_min,2836,3822,iqr,0.06941287090903037,0.06941287090903037,0.05443687130905875,0.05443687130905875
in_abs_error,background_gray_std_mean,3225,3822,iqr,0.0693878110070717,0.0693878110070717,0.00784462510672295,0.00784462510672295
in_abs_error,roi_bright_ratio_max,2501,3822,iqr,0.06932689798402812,0.06932689798402812,0.04347507097738413,0.04347507097738413
in_abs_error,roi_gray_std_p50,3225,3822,iqr,0.06910943447472179,0.06910943447472179,0.0026842834920082674,0.0026842834920082674
in_abs_error,roi_gray_dynamic_range_mean,3225,3822,iqr,0.0688184487064969,0.0688184487064969,0.0014084133287783948,0.0014084133287783948
in_abs_error,entrance_value_mean_min,3225,3822,iqr,-0.06855515865462021,0.06855515865462021,-0.07772745199351988,0.07772745199351988
in_abs_error,entrance_gray_p50_mean,3225,3822,iqr,-0.06809422911522636,0.06809422911522636,-0.10250699170726187,0.10250699170726187
in_abs_error,entrance_bright_ratio_p10,3225,3822,iqr,-0.06807715032347161,0.06807715032347161,-0.06915363660272072,0.06915363660272072
in_abs_error,roi_gray_std_mean,3225,3822,iqr,0.06760627769135324,0.06760627769135324,-0.001747869209296905,0.001747869209296905
in_abs_error,entrance_gray_dynamic_range_p50,3224,3822,iqr,0.06713593344490804,0.06713593344490804,-0.0027300774120211308,0.0027300774120211308
in_abs_error,roi_tenengrad_mean_p90,3199,3822,iqr,0.06687161354964369,0.06687161354964369,-0.014728451105923877,0.014728451105923877
in_abs_error,roi_edge_density_max,3180,3822,iqr,0.06656973055249131,0.06656973055249131,-0.023968114208086318,0.023968114208086318
in_abs_error,entrance_gray_p05_min,3055,3822,iqr,-0.06625881401805027,0.06625881401805027,-0.07582137593580524,0.07582137593580524
in_abs_error,background_saturation_mean_max,3158,3822,iqr,0.06598681333541953,0.06598681333541953,0.03773248921040269,0.03773248921040269
in_abs_error,entrance_gray_dynamic_range_p90,3225,3822,iqr,0.06589600941181273,0.06589600941181273,-0.02103135329058157,0.02103135329058157
in_abs_error,roi_bright_ratio_min,3225,3822,iqr,-0.06419363486217429,0.06419363486217429,-0.11241990988031571,0.11241990988031571
in_abs_error,background_gray_dynamic_range_p50,3225,3822,iqr,0.06414926589923932,0.06414926589923932,0.0027030507692752097,0.0027030507692752097
in_abs_error,background_gray_p50_p10,3225,3822,iqr,-0.06410427372030124,0.06410427372030124,-0.11966392291691545,0.11966392291691545
in_abs_error,background_gray_dynamic_range_mean,3225,3822,iqr,0.06403916030858206,0.06403916030858206,0.0009210867518429481,0.0009210867518429481
in_abs_error,roi_gray_mean_min,3225,3822,iqr,-0.06402027709459653,0.06402027709459653,-0.10927841088306774,0.10927841088306774
in_abs_error,roi_dark_ratio_p50,2556,3822,iqr,0.06343529935320408,0.06343529935320408,0.08678048377349817,0.08678048377349817
in_abs_error,background_bright_ratio_min,3225,3822,iqr,-0.06339409559396139,0.06339409559396139,-0.11382393960640444,0.11382393960640444
in_abs_error,roi_laplacian_var_max,3146,3822,iqr,0.06330855458079232,0.06330855458079232,-0.0047420348427209364,0.0047420348427209364
in_abs_error,roi_saturated_ratio_max,2712,3822,iqr,-0.06199892943703083,0.06199892943703083,-0.007862320683930382,0.007862320683930382
in_abs_error,background_gray_mean_min,3225,3822,iqr,-0.061888116874423756,0.061888116874423756,-0.10901015835290076,0.10901015835290076
in_abs_error,background_saturation_mean_p90,3225,3822,iqr,0.06178342465200965,0.06178342465200965,0.027842257970229923,0.027842257970229923
in_abs_error,out_flux_share_min,2309,2515,iqr,-0.061675782980260045,0.061675782980260045,-0.024631745076995153,0.024631745076995153
in_abs_error,in_flux_share_max,2309,2515,iqr,0.061675782980260024,0.061675782980260024,0.024631745076995153,0.024631745076995153
in_abs_error,background_gray_std_p10,3225,3822,iqr,0.06121404541556641,0.06121404541556641,-0.0004504586228521535,0.0004504586228521535
in_abs_error,roi_tenengrad_mean_p50,3205,3822,iqr,0.061042798423017554,0.061042798423017554,-0.01443965767003276,0.01443965767003276
in_abs_error,roi_gray_std_p10,3225,3822,iqr,0.0601979951187621,0.0601979951187621,-0.007923913504852014,0.007923913504852014
in_abs_error,roi_gray_dynamic_range_p10,3225,3822,iqr,0.0599054438868812,0.0599054438868812,-0.007847764110668027,0.007847764110668027
in_abs_error,roi_bright_ratio_p10,3225,3822,iqr,-0.059610588105014885,0.059610588105014885,-0.10433792025564259,0.10433792025564259
in_abs_error,entrance_gray_dynamic_range_max,3225,3822,iqr,0.05936687531052244,0.05936687531052244,-0.04444574876433107,0.04444574876433107
in_abs_error,background_bright_ratio_p10,3225,3822,iqr,-0.059162403326473455,0.059162403326473455,-0.10370059941598639,0.10370059941598639
in_abs_error,roi_bright_ratio_mean,2454,3822,iqr,0.059083369968611854,0.059083369968611854,0.053708400620374824,0.053708400620374824
in_abs_error,top_filtered_in_flux_p10,3225,3822,iqr,0.05897200202607006,0.05897200202607006,0.06251521796391081,0.06251521796391081
in_abs_error,entrance_gray_dynamic_range_mean,3224,3822,iqr,0.05876590560221097,0.05876590560221097,-0.01527988464257884,0.01527988464257884
in_abs_error,background_saturation_mean_mean,3225,3822,iqr,0.058362150164995366,0.058362150164995366,0.01756671055744884,0.01756671055744884
in_abs_error,background_saturation_mean_p50,3225,3822,iqr,0.058307151377592556,0.058307151377592556,0.018866569626465036,0.018866569626465036
in_abs_error,roi_tenengrad_mean_mean,3204,3822,iqr,0.058305419100885124,0.058305419100885124,-0.019433222691795152,0.019433222691795152
in_abs_error,roi_saturation_mean_p90,3153,3822,iqr,0.05821582881885624,0.05821582881885624,0.028745474221287457,0.028745474221287457
in_abs_error,background_dark_ratio_p90,2550,3822,iqr,0.05819053189437918,0.05819053189437918,0.08935554564449134,0.08935554564449134
in_abs_error,bottom_filtered_candidate_pixels_p10,3225,3822,iqr,0.05805900417080842,0.05805900417080842,0.06098852211184648,0.06098852211184648
in_abs_error,persistence_max_std,3225,3822,iqr,-0.05801481691078276,0.05801481691078276,-0.12135080982446643,0.12135080982446643
in_abs_error,entrance_gray_mean_p50,3225,3822,iqr,-0.05774968267808966,0.05774968267808966,-0.09982894849420143,0.09982894849420143
in_abs_error,background_bright_ratio_mean,2455,3822,iqr,0.05718406470986846,0.05718406470986846,0.054438926658396725,0.054438926658396725
in_abs_error,background_value_std_min,3188,3822,iqr,0.05710347129934989,0.05710347129934989,-0.03307840658794191,0.03307840658794191
in_abs_error,entrance_value_mean_p10,3225,3822,iqr,-0.056875982176904004,0.056875982176904004,-0.08157273519901144,0.08157273519901144
in_abs_error,background_gray_p05_p10,2872,3822,iqr,-0.056796198580713435,0.056796198580713435,-0.11069035135941888,0.11069035135941888
in_abs_error,right_raw_out_flux_p10,3225,3822,iqr,0.05652613293571523,0.05652613293571523,0.03718656533514284,0.03718656533514284
in_abs_error,entrance_gray_entropy_max,2771,3822,iqr,0.056179319452313276,0.056179319452313276,-0.01790761393325699,0.01790761393325699
in_abs_error,roi_gray_p05_p10,2887,3822,iqr,-0.05581030695547529,0.05581030695547529,-0.09852260622011663,0.09852260622011663
in_abs_error,entrance_gray_std_p50,3224,3822,iqr,0.055700961665136724,0.055700961665136724,-0.006751958043426494,0.006751958043426494
in_abs_error,background_bright_ratio_p50,3225,3822,iqr,-0.055643199150798975,0.055643199150798975,-0.10257272289768447,0.10257272289768447
in_abs_error,roi_bright_ratio_p50,3225,3822,iqr,-0.05544557126196719,0.05544557126196719,-0.10314071724526512,0.10314071724526512
in_abs_error,background_bright_ratio_p90,3225,3822,iqr,-0.05540517153262062,0.05540517153262062,-0.09998570892056591,0.09998570892056591
in_abs_error,background_gray_dynamic_range_p10,3225,3822,iqr,0.055393480718991465,0.055393480718991465,-0.008936294319447572,0.008936294319447572
in_abs_error,entrance_gray_mean_mean,3225,3822,iqr,-0.05513600072496898,0.05513600072496898,-0.09570356556438979,0.09570356556438979
in_abs_error,filtered_to_raw_traffic_ratio_max,2121,3222,iqr,0.05509151976171828,0.05509151976171828,0.006013549725173361,0.006013549725173361
in_abs_error,entrance_bright_ratio_min,3225,3822,iqr,-0.05496716892439153,0.05496716892439153,-0.06058190092646626,0.06058190092646626
in_abs_error,background_saturation_mean_p10,3225,3822,iqr,0.05493365268390064,0.05493365268390064,0.0086957402800555,0.0086957402800555
in_abs_error,roi_bright_ratio_p90,3225,3822,iqr,-0.05486484348037259,0.05486484348037259,-0.09921550338608635,0.09921550338608635
in_abs_error,roi_saturation_mean_mean,3174,3822,iqr,0.05481199142996016,0.05481199142996016,0.01714866373067679,0.01714866373067679
in_abs_error,roi_laplacian_var_p90,3169,3822,iqr,0.05453311077008923,0.05453311077008923,-0.004589120640583838,0.004589120640583838
in_abs_error,roi_saturation_mean_p50,3164,3822,iqr,0.05421917706672678,0.05421917706672678,0.01876768265472366,0.01876768265472366
in_abs_error,entrance_gray_p05_std,3069,3822,iqr,0.05381897806344141,0.05381897806344141,-0.04780902506419084,0.04780902506419084
in_abs_error,entrance_gray_p05_p50,2887,3822,iqr,-0.053503671618005594,0.053503671618005594,-0.0832574859873551,0.0832574859873551
in_abs_error,entrance_gray_p05_mean,2878,3822,iqr,-0.05347976493888564,0.05347976493888564,-0.07979180678432217,0.07979180678432217
in_abs_error,band_flow_mag_p90_p10,2840,3822,iqr,0.05314106954241862,0.05314106954241862,-0.012581902207829919,0.012581902207829919
in_abs_error,roi_saturation_mean_p10,3225,3822,iqr,0.05275866338864782,0.05275866338864782,0.006077248913254306,0.006077248913254306
in_abs_error,entrance_bright_ratio_mean,3225,3822,iqr,-0.05249184414801425,0.05249184414801425,-0.04327422365150652,0.04327422365150652
in_abs_error,roi_gray_p50_p50,3225,3822,iqr,-0.0522921016813992,0.0522921016813992,-0.10929752227128363,0.10929752227128363
in_abs_error,roi_gray_p50_mean,3225,3822,iqr,-0.05216660585059408,0.05216660585059408,-0.10878794010736305,0.10878794010736305
in_abs_error,entrance_gray_entropy_p10,2732,3822,iqr,0.05212711974768059,0.05212711974768059,0.0340507234007404,0.0340507234007404
in_abs_error,in_flux_share_min,2309,2515,iqr,-0.05166516397277589,0.05166516397277589,-0.04562904692734497,0.04562904692734497
in_abs_error,out_flux_share_max,2309,2515,iqr,0.051665163972775874,0.051665163972775874,0.04562904692734497,0.04562904692734497
in_abs_error,raw_out_flux_min,3225,3822,iqr,0.05134382834387131,0.05134382834387131,0.033113042698803045,0.033113042698803045
in_abs_error,roi_gray_mean_p10,3225,3822,iqr,-0.05087003615161878,0.05087003615161878,-0.10511824293708123,0.10511824293708123
in_abs_error,entrance_gray_std_min,3225,3822,iqr,-0.05085820225934244,0.05085820225934244,-0.08600487340853237,0.08600487340853237
in_abs_error,roi_flow_mag_p90_p10,2831,3822,iqr,0.05067261040681716,0.05067261040681716,-0.001588279765742071,0.001588279765742071
in_abs_error,background_saturated_ratio_p10,2331,3822,iqr,-0.05030257196918717,0.05030257196918717,-0.018834539613350576,0.018834539613350576
in_abs_error,entrance_bright_ratio_p50,3225,3822,iqr,-0.0502089203713587,0.0502089203713587,-0.07055653085345935,0.07055653085345935
in_abs_error,entrance_gray_std_mean,3224,3822,iqr,0.04984171006837756,0.04984171006837756,-0.015370637023838918,0.015370637023838918
in_abs_error,roi_tenengrad_mean_p10,3215,3822,iqr,0.04978555963104028,0.04978555963104028,-0.026985862286849262,0.026985862286849262
in_abs_error,left_filtered_candidate_pixels_p10,3225,3822,iqr,0.04948730278690678,0.04948730278690678,0.045939161395616795,0.045939161395616795
in_abs_error,entrance_saturated_ratio_max,2697,3822,iqr,-0.048995737452026906,0.048995737452026906,-0.00723596120267718,0.00723596120267718
in_abs_error,background_gray_mean_p10,3225,3822,iqr,-0.04840566848706205,0.04840566848706205,-0.10489480051726888,0.10489480051726888
in_abs_error,in_flux_share_mean,1945,2515,iqr,0.04800545281161659,0.04800545281161659,0.045566033842457124,0.045566033842457124
in_abs_error,out_flux_share_mean,1945,2515,iqr,-0.04800545281161644,0.04800545281161644,-0.045566033842457124,0.045566033842457124
in_abs_error,roi_saturation_mean_max,3091,3822,iqr,0.04798772586717817,0.04798772586717817,0.021498142316241052,0.021498142316241052
in_abs_error,roi_edge_density_p90,3150,3822,iqr,0.04782915396626426,0.04782915396626426,-0.021660331002412592,0.021660331002412592
in_abs_error,entrance_saturation_std_max,2934,3822,iqr,0.047453083446279035,0.047453083446279035,0.057865895995094126,0.057865895995094126
in_abs_error,entrance_gray_p05_p10,2953,3822,iqr,-0.0472811244774089,0.0472811244774089,-0.07194825280584283,0.07194825280584283
in_abs_error,background_gray_entropy_min,2716,3822,iqr,0.04721683035411537,0.04721683035411537,0.038366585812191975,0.038366585812191975
in_abs_error,background_saturation_mean_min,3225,3822,iqr,0.0467951577734682,0.0467951577734682,-0.010078327335650117,0.010078327335650117
in_abs_error,roi_laplacian_var_p50,3178,3822,iqr,0.04641999659172303,0.04641999659172303,-0.004542017279938689,0.004542017279938689
in_abs_error,background_saturated_ratio_max,2528,3822,iqr,-0.04637229715805893,0.04637229715805893,0.008919305101882784,0.008919305101882784
in_abs_error,roi_gray_p05_min,2960,3822,iqr,-0.0462409678472152,0.0462409678472152,-0.08098935745673207,0.08098935745673207
in_abs_error,background_dark_ratio_mean,2555,3822,iqr,0.04603921605397091,0.04603921605397091,0.057703679515410576,0.057703679515410576
in_abs_error,bottom_raw_out_flux_p10,3225,3822,iqr,0.04595934348163394,0.04595934348163394,0.07458318797020325,0.07458318797020325
in_abs_error,background_gray_p05_min,2932,3822,iqr,-0.04564273418611662,0.04564273418611662,-0.09387354737930376,0.09387354737930376
in_abs_error,entrance_bright_ratio_p90,3225,3822,iqr,-0.04548455031716878,0.04548455031716878,-0.08284005967657317,0.08284005967657317
in_abs_error,roi_saturation_mean_min,3225,3822,iqr,0.045462536339626526,0.045462536339626526,-0.011493649317503787,0.011493649317503787
in_abs_error,filtered_candidate_component_area_p90_min,2012,2515,iqr,-0.045125028892372444,0.045125028892372444,-0.06456173649353876,0.06456173649353876
in_abs_error,entrance_gray_p95_p10,3225,3822,iqr,-0.045124143021223584,0.045124143021223584,-0.09385180220585634,0.09385180220585634
in_abs_error,roi_dark_ratio_p10,2566,3822,iqr,0.04469515388212805,0.04469515388212805,0.09962196561700674,0.09962196561700674
in_abs_error,candidate_direction_entropy_std,2719,3222,iqr,0.044424550677855,0.044424550677855,-0.05224340061300646,0.05224340061300646
in_abs_error,roi_value_mean_min,3225,3822,iqr,-0.044152155631082546,0.044152155631082546,-0.08865598090994779,0.08865598090994779
in_abs_error,background_gray_p50_mean,3225,3822,iqr,-0.044007863652303275,0.044007863652303275,-0.10510133167762101,0.10510133167762101
in_abs_error,entrance_value_std_min,3175,3822,iqr,0.04399782312935964,0.04399782312935964,-0.03135125590652936,0.03135125590652936
in_abs_error,band_direction_entropy_min,3225,3822,iqr,-0.04384214117206465,0.04384214117206465,0.03986224918843786,0.03986224918843786
in_abs_error,roi_gray_p05_p50,2853,3822,iqr,-0.043350075393491415,0.043350075393491415,-0.09534488564237265,0.09534488564237265
in_abs_error,background_gray_p50_p50,3225,3822,iqr,-0.04320554345767955,0.04320554345767955,-0.10459679795598809,0.10459679795598809
in_abs_error,roi_gray_p05_mean,2853,3822,iqr,-0.04297506057358216,0.04297506057358216,-0.09564047444862266,0.09564047444862266
in_abs_error,entrance_saturation_std_p10,2674,3822,iqr,0.04267170662667342,0.04267170662667342,0.05143448645006539,0.05143448645006539
in_abs_error,roi_gray_entropy_min,2715,3822,iqr,0.042507208859137315,0.042507208859137315,0.03818573836232017,0.03818573836232017
in_abs_error,roi_laplacian_var_mean,3177,3822,iqr,0.04198108740428005,0.04198108740428005,-0.008821206459102544,0.008821206459102544
in_abs_error,top_filtered_out_flux_p10,3225,3822,iqr,0.04173079997836623,0.04173079997836623,0.04847030433400961,0.04847030433400961
in_abs_error,roi_gray_dynamic_range_min,3225,3822,iqr,0.04172852914734443,0.04172852914734443,-0.021436291910637388,0.021436291910637388
in_abs_error,top_raw_out_flux_p50,2726,3822,iqr,0.041085345580052196,0.041085345580052196,0.049926880384993176,0.049926880384993176
in_abs_error,roi_gray_mean_mean,3225,3822,iqr,-0.04089576112520303,0.04089576112520303,-0.09649785488774806,0.09649785488774806
in_abs_error,roi_gray_mean_p50,3225,3822,iqr,-0.040817066281456454,0.040817066281456454,-0.09705555306661914,0.09705555306661914
in_abs_error,entrance_gray_dynamic_range_min,3225,3822,iqr,-0.04080825457478485,0.04080825457478485,-0.0885169421117727,0.0885169421117727
in_abs_error,background_value_mean_min,3225,3822,iqr,-0.04050110831685552,0.04050110831685552,-0.09223314567698342,0.09223314567698342
in_abs_error,entrance_gray_p50_p90,3225,3822,iqr,-0.03982944606659869,0.03982944606659869,-0.08386653975216783,0.08386653975216783
in_abs_error,entrance_value_mean_p50,3225,3822,iqr,-0.03980567683447028,0.03980567683447028,-0.07983851839311575,0.07983851839311575
in_abs_error,roi_edge_density_min,3074,3822,iqr,-0.03969728673437674,0.03969728673437674,-0.08869903568118086,0.08869903568118086
in_abs_error,entrance_saturation_std_p90,2787,3822,iqr,0.03962030915846511,0.03962030915846511,0.08464187481476522,0.08464187481476522
in_abs_error,background_gray_dynamic_range_min,3225,3822,iqr,0.03939669105127869,0.03939669105127869,-0.02129254180508465,0.02129254180508465
in_abs_error,entrance_value_std_std,3223,3822,iqr,0.038866020415425834,0.038866020415425834,-0.06290090847972922,0.06290090847972922
in_abs_error,entrance_saturated_ratio_p10,3225,3822,iqr,-0.03848060402728685,0.03848060402728685,-0.007946627082254255,0.007946627082254255
in_abs_error,background_gray_mean_mean,3225,3822,iqr,-0.037648215703353756,0.037648215703353756,-0.09433928890139934,0.09433928890139934
in_abs_error,entrance_saturated_ratio_p90,2441,3822,iqr,-0.037550808483764936,0.037550808483764936,-0.020935580269921893,0.020935580269921893
in_abs_error,background_gray_mean_p50,3225,3822,iqr,-0.037134568697422106,0.037134568697422106,-0.09414226722272781,0.09414226722272781
in_abs_error,roi_saturated_ratio_p10,2333,3822,iqr,-0.037128253058453714,0.037128253058453714,-0.00999238761813977,0.00999238761813977
in_abs_error,background_gray_std_min,3225,3822,iqr,0.03708183554842759,0.03708183554842759,-0.019157725949572234,0.019157725949572234
in_abs_error,entrance_value_mean_mean,3225,3822,iqr,-0.03692060992940463,0.03692060992940463,-0.07571453677610729,0.07571453677610729
in_abs_error,entrance_saturated_ratio_min,3225,3822,iqr,-0.03674660025312834,0.03674660025312834,0.007095212780955944,0.007095212780955944
in_abs_error,entrance_saturated_ratio_p50,2323,3822,iqr,-0.03671184058164148,0.03671184058164148,-0.020364195768698353,0.020364195768698353
in_abs_error,filtered_candidate_component_area_mean_min,2014,2515,iqr,-0.035990476780904584,0.035990476780904584,-0.059414152636413926,0.059414152636413926
in_abs_error,right_raw_candidate_pixels_min,3225,3822,iqr,0.03590320877570814,0.03590320877570814,0.04974631941713884,0.04974631941713884
in_abs_error,roi_gray_std_min,3225,3822,iqr,0.035455992650849796,0.035455992650849796,-0.02773962985350768,0.02773962985350768
in_abs_error,right_raw_in_flux_p10,3225,3822,iqr,0.03502075218544378,0.03502075218544378,0.049212534157212384,0.049212534157212384
in_abs_error,entrance_gray_mean_p90,3225,3822,iqr,-0.03427769278513526,0.03427769278513526,-0.07927493028995568,0.07927493028995568
in_abs_error,background_dark_ratio_p50,2558,3822,iqr,0.03426581272179938,0.03426581272179938,0.08895898036575722,0.08895898036575722
in_abs_error,background_saturated_ratio_std,2532,3822,iqr,-0.03324805910676882,0.03324805910676882,0.052468501951069994,0.052468501951069994
in_abs_error,roi_gray_p50_p90,3225,3822,iqr,-0.032760656847012765,0.032760656847012765,-0.09374415310719707,0.09374415310719707
in_abs_error,entrance_saturation_mean_min,3225,3822,iqr,0.03239775587614318,0.03239775587614318,-0.020013027897492056,0.020013027897492056
in_abs_error,background_saturated_ratio_p50,2333,3822,iqr,-0.03233853181120013,0.03233853181120013,-0.010388750693049653,0.010388750693049653
in_abs_error,entrance_gray_dynamic_range_p10,3224,3822,iqr,0.031924466191174235,0.031924466191174235,-0.03674412869562649,0.03674412869562649
in_abs_error,background_saturated_ratio_p90,2331,3822,iqr,-0.03132695807651565,0.03132695807651565,-0.008305073744075905,0.008305073744075905
in_abs_error,background_saturated_ratio_mean,2331,3822,iqr,-0.031164413259986697,0.031164413259986697,0.056450629040877734,0.056450629040877734
in_abs_error,roi_gray_mean_p90,3225,3822,iqr,-0.03099019780502987,0.03099019780502987,-0.08648172613820981,0.08648172613820981
in_abs_error,background_gray_p05_mean,2843,3822,iqr,-0.03095416202137156,0.03095416202137156,-0.09553313480390012,0.09553313480390012
in_abs_error,entrance_gray_p05_p90,2840,3822,iqr,-0.03005429813820266,0.03005429813820266,-0.07128858067037594,0.07128858067037594
in_abs_error,roi_laplacian_var_p10,3182,3822,iqr,0.02986484889659244,0.02986484889659244,-0.021365904380514358,0.021365904380514358
in_abs_error,background_gray_p05_p50,2841,3822,iqr,-0.029588657506109874,0.029588657506109874,-0.09458146579224953,0.09458146579224953
in_abs_error,bottom_raw_in_flux_p10,3225,3822,iqr,0.029274617001239473,0.029274617001239473,0.0461908376258358,0.0461908376258358
in_abs_error,roi_tenengrad_mean_min,3215,3822,iqr,0.029264069330374613,0.029264069330374613,-0.040401025195258566,0.040401025195258566
in_abs_error,roi_flow_mag_p99_min,2814,3822,iqr,0.02904064773734156,0.02904064773734156,-0.008027411878331042,0.008027411878331042
in_abs_error,raw_in_flux_min,3225,3822,iqr,0.02849252481328197,0.02849252481328197,0.06137661528550572,0.06137661528550572
in_abs_error,roi_value_mean_p10,3225,3822,iqr,-0.028307428060511026,0.028307428060511026,-0.08596100077876236,0.08596100077876236
in_abs_error,background_gray_mean_p90,3225,3822,iqr,-0.02782396400716185,0.02782396400716185,-0.0838100118657356,0.0838100118657356
in_abs_error,entrance_dark_ratio_p10,2523,3822,iqr,0.027334976706408214,0.027334976706408214,0.09359933847563957,0.09359933847563957
in_abs_error,entrance_saturated_ratio_mean,2349,3822,iqr,0.026285975407307916,0.026285975407307916,0.07085576286720338,0.07085576286720338
in_abs_error,background_gray_p50_p90,3225,3822,iqr,-0.02495521221494178,0.02495521221494178,-0.088845808874304,0.088845808874304
in_abs_error,background_value_mean_p10,3225,3822,iqr,-0.023835546804338012,0.023835546804338012,-0.09127736837375987,0.09127736837375987
in_abs_error,roi_gray_p95_min,3225,3822,iqr,-0.02378993796569396,0.02378993796569396,-0.08488565179134414,0.08488565179134414
in_abs_error,entrance_dark_ratio_min,2460,3822,iqr,-0.02352809654805302,0.02352809654805302,0.015801988074546806,0.015801988074546806
in_abs_error,entrance_gray_p95_mean,3225,3822,iqr,-0.023337067726877072,0.023337067726877072,-0.0757487609040965,0.0757487609040965
in_abs_error,background_gray_p95_min,3225,3822,iqr,-0.022721129416172024,0.022721129416172024,-0.08322807968324866,0.08322807968324866
in_abs_error,roi_edge_density_p50,3125,3822,iqr,0.022550153013952745,0.022550153013952745,-0.03815066154356136,0.03815066154356136
in_abs_error,raw_candidate_pixels_p10,2694,3822,iqr,0.022204511681041348,0.022204511681041348,0.022336365834506756,0.022336365834506756
in_abs_error,raw_candidate_component_area_sum_p10,2694,3822,iqr,0.022204511681041348,0.022204511681041348,0.022336365834506756,0.022336365834506756
in_abs_error,roi_laplacian_var_min,3171,3822,iqr,0.02208009397719964,0.02208009397719964,-0.031173373195989076,0.031173373195989076
in_abs_error,total_out_flux_share,1957,2515,iqr,-0.021970800146650704,0.021970800146650704,-0.0087532747798229,0.0087532747798229
in_abs_error,total_in_flux_share,1957,2515,iqr,0.021970800146649493,0.021970800146649493,0.0087532747798229,0.0087532747798229
in_abs_error,raw_candidate_component_area_max_p10,2695,3822,iqr,0.021884017000917255,0.021884017000917255,0.025880980632532167,0.025880980632532167
in_abs_error,entrance_gray_p05_max,2820,3822,iqr,0.02163762125654335,0.02163762125654335,-0.03517842267078524,0.03517842267078524
in_abs_error,roi_gray_p05_p90,2836,3822,iqr,-0.021557612758767636,0.021557612758767636,-0.08488538659009348,0.08488538659009348
in_abs_error,entrance_saturation_mean_max,2769,3822,iqr,0.021411617669724915,0.021411617669724915,-0.00034588426907944083,0.00034588426907944083
in_abs_error,roi_edge_density_mean,3125,3822,iqr,0.02115965162209099,0.02115965162209099,-0.041314234671996845,0.041314234671996845
in_abs_error,entrance_saturation_mean_p50,2761,3822,iqr,-0.020848424291294857,0.020848424291294857,-0.04517012182234233,0.04517012182234233
in_abs_error,entrance_gray_p95_p50,3225,3822,iqr,-0.020378008819741764,0.020378008819741764,-0.0719828420176751,0.0719828420176751
in_abs_error,entrance_bright_ratio_max,3225,3822,iqr,-0.01989525361224136,0.01989525361224136,-0.04044050233810365,0.04044050233810365
in_abs_error,roi_edge_density_p10,3084,3822,iqr,-0.019653009946280504,0.019653009946280504,-0.07209512551966521,0.07209512551966521
