target,feature,n,n_raw,outlier_filter,pearson_r,pearson_abs_r,spearman_r,spearman_abs_r
in_abs_error,direction_balance_abs_p10,2309,2515,iqr,-0.3162880982363467,0.3162880982363467,-0.32142534388152466,0.32142534388152466
in_abs_error,filtered_candidate_component_area_p50_max,2279,2515,iqr,0.308219935787335,0.308219935787335,0.2593324163829288,0.2593324163829288
in_abs_error,filtered_candidate_component_area_mean_max,2279,2515,iqr,0.30800963604483317,0.30800963604483317,0.2595808184860745,0.2595808184860745
in_abs_error,filtered_to_raw_traffic_ratio_mean,2849,3222,iqr,0.3039414558217423,0.3039414558217423,0.1681495438065955,0.1681495438065955
in_abs_error,filtered_candidate_component_area_p90_p10,2169,2515,iqr,0.29809864043447,0.29809864043447,0.1939480439591494,0.1939480439591494
in_abs_error,filtered_candidate_component_area_mean_p10,2262,2515,iqr,0.2967631382915305,0.2967631382915305,0.21221700125826412,0.21221700125826412
in_abs_error,raw_candidate_component_area_mean_p50,2849,3222,iqr,0.2961073960895708,0.2961073960895708,0.16056467207098696,0.16056467207098696
in_abs_error,candidate_direction_entropy_p90,2849,3222,iqr,0.2890920126490112,0.2890920126490112,0.1970855417568246,0.1970855417568246
in_abs_error,filtered_candidate_component_area_p90_mean,2275,2515,iqr,0.28878850884441476,0.28878850884441476,0.23157040393246103,0.23157040393246103
in_abs_error,raw_candidate_component_area_p90_max,2841,3222,iqr,0.2864545582260531,0.2864545582260531,0.15377815436404305,0.15377815436404305
in_abs_error,persistence_max_p10,3225,3822,iqr,0.28644613470598485,0.28644613470598485,0.14008045522458315,0.14008045522458315
in_abs_error,filtered_candidate_component_area_p90_p90,2288,2515,iqr,0.284394632434765,0.284394632434765,0.24231563904302542,0.24231563904302542
in_abs_error,left_raw_candidate_pixels_p90,3225,3822,iqr,0.2809533281409214,0.2809533281409214,0.18741815832144923,0.18741815832144923
in_abs_error,persistence_max_p50,3225,3822,iqr,0.2791783286324471,0.2791783286324471,0.12396489859613265,0.12396489859613265
