target,feature,n,pearson_r,pearson_abs_r,spearman_r,spearman_abs_r
in_abs_error,raw_component_count_p50,3822,0.4100236635025641,0.4100236635025641,0.41004791176286426,0.41004791176286426
in_abs_error,raw_candidate_ratio_band_mean,3822,0.4100196755679318,0.4100196755679318,0.3142952219089674,0.3142952219089674
in_abs_error,raw_component_count_mean,3822,0.40945173063854867,0.40945173063854867,0.319641910112721,0.319641910112721
in_abs_error,raw_candidate_pixels_p10,3822,0.4087765190921612,0.4087765190921612,0.39442003760641,0.39442003760641
in_abs_error,raw_candidate_component_area_sum_p10,3822,0.4087765190921612,0.4087765190921612,0.39442003760641,0.39442003760641
in_abs_error,roi_flow_mag_mean_p50,3822,0.40871661677359705,0.40871661677359705,0.3320376651396052,0.3320376651396052
in_abs_error,raw_component_count_p10,3822,0.4085827704065916,0.4085827704065916,0.3782114258920654,0.3782114258920654
in_abs_error,frame_diff_p90_mean,3822,0.40835187565291087,0.40835187565291087,0.38948248555581294,0.38948248555581294
in_abs_error,persistence_mean_mean,3822,0.4077846015350863,0.4077846015350863,0.31422418487992376,0.31422418487992376
in_abs_error,raw_candidate_component_area_ratio_mean,3822,0.4077510938291142,0.4077510938291142,0.31418127017449293,0.31418127017449293
in_abs_error,rejected_component_count_p50,3822,0.40767118946878933,0.40767118946878933,0.40526611706359944,0.40526611706359944
in_abs_error,roi_flow_mag_p90_p10,3822,0.40761669599654227,0.40761669599654227,0.3087332499600217,0.3087332499600217
in_abs_error,rejected_component_count_mean,3822,0.40720828602471143,0.40720828602471143,0.3251651950418816,0.3251651950418816
in_abs_error,entrance_gray_p95_std,3822,0.40642960053115834,0.40642960053115834,0.35250376657797183,0.35250376657797183
in_abs_error,roi_flow_mag_p99_p10,3822,0.4060643736116162,0.4060643736116162,0.34301360257112956,0.34301360257112956
in_abs_error,raw_candidate_pixels_p50,3822,0.40524263440488073,0.40524263440488073,0.40939773724549317,0.40939773724549317
in_abs_error,raw_candidate_component_area_sum_p50,3822,0.40524263440488073,0.40524263440488073,0.40939773724549317,0.40939773724549317
in_abs_error,persistence_max_p10,3822,0.4035025575670439,0.4035025575670439,0.3691048406311331,0.3691048406311331
in_abs_error,left_filtered_candidate_pixels_mean,3822,0.40257275595466935,0.40257275595466935,0.3217800874665041,0.3217800874665041
in_abs_error,top_raw_candidate_pixels_p50,3822,0.402363969934115,0.402363969934115,0.41384631398946864,0.41384631398946864
in_abs_error,raw_candidate_pixels_mean,3822,0.4021504126916117,0.4021504126916117,0.3111024084808529,0.3111024084808529
in_abs_error,raw_candidate_component_area_sum_mean,3822,0.4021504126916117,0.4021504126916117,0.3111024084808529,0.3111024084808529
in_abs_error,roi_flow_active_ratio_p90,3822,0.40205377782545915,0.40205377782545915,0.3158505281425773,0.3158505281425773
in_abs_error,filtered_candidate_component_count_mean,3822,0.4019346537886073,0.4019346537886073,0.30001578773063164,0.30001578773063164
in_abs_error,valid_component_count_mean,3822,0.4019346537886073,0.4019346537886073,0.30001578773063164,0.30001578773063164
in_abs_error,filtered_candidate_ratio_band_p50,3822,0.40176470653471974,0.40176470653471974,0.38316470474656683,0.38316470474656683
in_abs_error,top_raw_candidate_pixels_mean,3822,0.40153835254520664,0.40153835254520664,0.30426604307194405,0.30426604307194405
in_abs_error,filtered_candidate_ratio_band_mean,3822,0.40150479040956544,0.40150479040956544,0.29229887654552034,0.29229887654552034
in_abs_error,persistent_candidate_pixels_p10,3822,0.4011545602669772,0.4011545602669772,0.3782325643387898,0.3782325643387898
in_abs_error,top_raw_out_flux_p50,3822,0.40073050951161326,0.40073050951161326,0.3872000409746748,0.3872000409746748
in_abs_error,band_normal_abs_p90_p10,3822,0.40053655026482793,0.40053655026482793,0.29253307109732024,0.29253307109732024
in_abs_error,frame_diff_mean_p90,3822,0.4000824903164692,0.4000824903164692,0.3461567311309827,0.3461567311309827
in_abs_error,filtered_candidate_component_area_ratio_p50,3822,0.4000631577546072,0.4000631577546072,0.3838757097425763,0.3838757097425763
in_abs_error,persistent_candidate_pixels_p50,3822,0.39993821716144834,0.39993821716144834,0.40722204902439463,0.40722204902439463
in_abs_error,filtered_candidate_component_area_ratio_mean,3822,0.39963692660136363,0.39963692660136363,0.2922758582865443,0.2922758582865443
in_abs_error,frame_diff_changed_ratio_10_min,3822,0.39949756040029655,0.39949756040029655,0.39356804966601766,0.39356804966601766
in_abs_error,band_flow_mag_p90_p10,3822,0.39915557163561544,0.39915557163561544,0.2915126761135125,0.2915126761135125
in_abs_error,candidate_direction_entropy_p10,3222,0.3986497994749783,0.3986497994749783,0.37863078816061546,0.37863078816061546
in_abs_error,roi_flow_mag_mean_min,3822,0.39857509478930636,0.39857509478930636,0.26475751104138984,0.26475751104138984
in_abs_error,filtered_candidate_component_count_p50,3822,0.3983765571446864,0.3983765571446864,0.38267164229568773,0.38267164229568773
in_abs_error,valid_component_count_p50,3822,0.3983765571446864,0.3983765571446864,0.38267164229568773,0.38267164229568773
in_abs_error,persistent_candidate_pixels_mean,3822,0.39836059666640383,0.39836059666640383,0.2981051051431145,0.2981051051431145
in_abs_error,band_normal_abs_mean_p50,3822,0.39706848531453925,0.39706848531453925,0.3275880464947072,0.3275880464947072
in_abs_error,band_flow_mag_mean_p50,3822,0.3968572382504985,0.3968572382504985,0.32559098491258803,0.32559098491258803
in_abs_error,filtered_candidate_ratio_band_p10,3822,0.39669690179330863,0.39669690179330863,0.35756514226404135,0.35756514226404135
in_abs_error,filtered_candidate_component_area_ratio_p10,3822,0.395554721175099,0.395554721175099,0.35807689364504297,0.35807689364504297
in_abs_error,filtered_candidate_pixels_p50,3822,0.3950639880685528,0.3950639880685528,0.38145780223978104,0.38145780223978104
in_abs_error,filtered_candidate_component_area_sum_p50,3822,0.3950639880685528,0.3950639880685528,0.38145780223978104,0.38145780223978104
in_abs_error,rejected_component_count_p90,3822,0.3948585077987612,0.3948585077987612,0.3672651016032818,0.3672651016032818
in_abs_error,filtered_candidate_pixels_mean,3822,0.3945469442093673,0.3945469442093673,0.28990912715867295,0.28990912715867295
in_abs_error,filtered_candidate_component_area_sum_mean,3822,0.3945469442093673,0.3945469442093673,0.28990912715867295,0.28990912715867295
in_abs_error,raw_traffic_flux_p10,3822,0.3934744420441469,0.3934744420441469,0.3935768437851048,0.3935768437851048
in_abs_error,raw_candidate_component_area_max_p10,3822,0.3932705869976084,0.3932705869976084,0.3934174280851655,0.3934174280851655
in_abs_error,raw_candidate_component_count_p90,3822,0.3931483041641871,0.3931483041641871,0.34600465074905284,0.34600465074905284
in_abs_error,roi_flow_active_ratio_min,3822,0.393077101664139,0.393077101664139,0.392175234771148,0.392175234771148
in_abs_error,raw_component_count_p90,3822,0.3926595798981988,0.3926595798981988,0.35002277706499424,0.35002277706499424
in_abs_error,roi_flow_mag_mean_mean,3822,0.3924426522484605,0.3924426522484605,0.2995245589000824,0.2995245589000824
in_abs_error,left_filtered_out_flux_mean,3822,0.3921323891757537,0.3921323891757537,0.329200908823951,0.329200908823951
in_abs_error,top_filtered_candidate_pixels_mean,3822,0.39211264360354625,0.39211264360354625,0.28101891484226815,0.28101891484226815
in_abs_error,left_raw_out_flux_mean,3822,0.39202999765857804,0.39202999765857804,0.32098288891082716,0.32098288891082716
in_abs_error,persistence_mean_min,3822,0.39193514619057984,0.39193514619057984,0.3657532791700104,0.3657532791700104
in_abs_error,raw_in_flux_p50,3822,0.39057936222560424,0.39057936222560424,0.4096743690831753,0.4096743690831753
in_abs_error,filtered_candidate_pixels_p10,3822,0.3900663279999749,0.3900663279999749,0.3567436660521317,0.3567436660521317
in_abs_error,filtered_candidate_component_area_sum_p10,3822,0.3900663279999749,0.3900663279999749,0.3567436660521317,0.3567436660521317
in_abs_error,raw_candidate_component_area_max_p50,3822,0.3889347519681887,0.3889347519681887,0.4056521419280258,0.4056521419280258
in_abs_error,top_filtered_candidate_pixels_p50,3822,0.3888139306359797,0.3888139306359797,0.3644996722698973,0.3644996722698973
in_abs_error,filtered_candidate_component_count_p90,3822,0.3863863244239238,0.3863863244239238,0.3451897959794259,0.3451897959794259
in_abs_error,valid_component_count_p90,3822,0.3863863244239238,0.3863863244239238,0.3451897959794259,0.3451897959794259
in_abs_error,top_filtered_out_flux_mean,3822,0.3863026722896755,0.3863026722896755,0.2800153985119234,0.2800153985119234
in_abs_error,raw_traffic_flux_p50,3822,0.38595295839950516,0.38595295839950516,0.40691725202090023,0.40691725202090023
in_abs_error,left_raw_candidate_pixels_p50,3822,0.3858181333106705,0.3858181333106705,0.3761163805888077,0.3761163805888077
in_abs_error,top_raw_candidate_pixels_p10,3822,0.3856021563721485,0.3856021563721485,0.34960998999013015,0.34960998999013015
in_abs_error,left_raw_candidate_pixels_p90,3822,0.3848783340727549,0.3848783340727549,0.4081725164492221,0.4081725164492221
in_abs_error,filtered_candidate_component_area_max_p50,3822,0.3845694777071503,0.3845694777071503,0.3791821319528738,0.3791821319528738
in_abs_error,raw_candidate_component_area_max_mean,3822,0.38436095663552305,0.38436095663552305,0.30766980510479686,0.30766980510479686
in_abs_error,bottom_raw_in_flux_mean,3822,0.38429394648682536,0.38429394648682536,0.2843652906360421,0.2843652906360421
in_abs_error,band_flow_mag_mean_mean,3822,0.384287659462296,0.384287659462296,0.29343432951491333,0.29343432951491333
in_abs_error,roi_flow_mag_p90_p50,3822,0.3839818057360133,0.3839818057360133,0.3339185638004678,0.3339185638004678
in_abs_error,band_normal_abs_mean_mean,3822,0.3839692144030923,0.3839692144030923,0.29392666424967523,0.29392666424967523
in_abs_error,filtered_candidate_component_area_max_mean,3822,0.3839043596293188,0.3839043596293188,0.2889673074130516,0.2889673074130516
in_abs_error,raw_candidate_ratio_band_p90,3822,0.382910777692983,0.382910777692983,0.334623342913794,0.334623342913794
in_abs_error,top_filtered_out_flux_p50,3822,0.38254998764792764,0.38254998764792764,0.3398248674397747,0.3398248674397747
in_abs_error,roi_flow_mag_p90_min,3822,0.3824941715105242,0.3824941715105242,0.2535006666367097,0.2535006666367097
in_abs_error,raw_out_flux_p50,3822,0.38242184698775616,0.38242184698775616,0.4055375497806942,0.4055375497806942
in_abs_error,top_raw_out_flux_mean,3822,0.38229199205929226,0.38229199205929226,0.28838224755420133,0.28838224755420133
in_abs_error,filtered_candidate_component_count_p10,3822,0.38212669613201017,0.38212669613201017,0.3560118661851479,0.3560118661851479
in_abs_error,valid_component_count_p10,3822,0.38212669613201017,0.38212669613201017,0.3560118661851479,0.3560118661851479
in_abs_error,left_raw_out_flux_p90,3822,0.38202516856963603,0.38202516856963603,0.4080603842848574,0.4080603842848574
in_abs_error,persistence_max_min,3822,0.3817503124698145,0.3817503124698145,0.35681618408448296,0.35681618408448296
in_abs_error,filtered_traffic_flux_p50,3822,0.38162208111471163,0.38162208111471163,0.37952269531699,0.37952269531699
in_abs_error,filtered_in_flux_p50,3822,0.381557955190035,0.381557955190035,0.37088887747564175,0.37088887747564175
in_abs_error,bottom_raw_candidate_pixels_mean,3822,0.3813784847284546,0.3813784847284546,0.29463865326332106,0.29463865326332106
in_abs_error,raw_in_flux_p10,3822,0.3813771312218182,0.3813771312218182,0.37532919102827594,0.37532919102827594
in_abs_error,raw_candidate_component_area_p90_p10,3222,0.3811977327277579,0.3811977327277579,0.347624885540374,0.347624885540374
in_abs_error,left_raw_in_flux_mean,3822,0.3808218518726712,0.3808218518726712,0.31712355964400535,0.31712355964400535
in_abs_error,filtered_traffic_flux_p10,3822,0.38066713265102475,0.38066713265102475,0.3560135470585573,0.3560135470585573
in_abs_error,raw_candidate_component_area_ratio_p90,3822,0.38014445282824755,0.38014445282824755,0.3342195859244343,0.3342195859244343
in_abs_error,bottom_filtered_in_flux_mean,3822,0.3800288515757733,0.3800288515757733,0.2864649932600439,0.2864649932600439
in_abs_error,persistence_mean_p90,3822,0.3799559439881375,0.3799559439881375,0.3090270435579586,0.3090270435579586
in_abs_error,left_filtered_in_flux_mean,3822,0.3797339972800781,0.3797339972800781,0.3160939421344113,0.3160939421344113
in_abs_error,right_raw_candidate_pixels_mean,3822,0.3789478924219561,0.3789478924219561,0.31539443620799557,0.31539443620799557
in_abs_error,top_raw_in_flux_p50,3822,0.3789468674848969,0.3789468674848969,0.4025381103801704,0.4025381103801704
in_abs_error,band_normal_abs_p90_p50,3822,0.37892508556475063,0.37892508556475063,0.3239737816871256,0.3239737816871256
in_abs_error,filtered_candidate_ratio_band_p90,3822,0.3788876905099514,0.3788876905099514,0.34034155711649144,0.34034155711649144
in_abs_error,left_filtered_out_flux_p90,3822,0.37833466960049533,0.37833466960049533,0.37736840495141877,0.37736840495141877
in_abs_error,filtered_out_flux_p50,3822,0.37785106042538585,0.37785106042538585,0.36920688835134385,0.36920688835134385
in_abs_error,filtered_candidate_component_area_max_p10,3822,0.3769415150308873,0.3769415150308873,0.35612224396079917,0.35612224396079917
in_abs_error,filtered_candidate_component_area_ratio_p90,3822,0.37658736236985624,0.37658736236985624,0.3403606655477191,0.3403606655477191
in_abs_error,raw_candidate_pixels_p90,3822,0.3761991177478357,0.3761991177478357,0.33088135496249893,0.33088135496249893
in_abs_error,raw_candidate_component_area_sum_p90,3822,0.3761991177478357,0.3761991177478357,0.33088135496249893,0.33088135496249893
in_abs_error,persistent_candidate_pixels_p90,3822,0.3755821289775862,0.3755821289775862,0.3357456748171845,0.3357456748171845
in_abs_error,raw_out_flux_p10,3822,0.37535267743006495,0.37535267743006495,0.36630108135537354,0.36630108135537354
in_abs_error,filtered_traffic_flux_mean,3822,0.3753114147091748,0.3753114147091748,0.2799715550364177,0.2799715550364177
in_abs_error,left_filtered_candidate_pixels_p90,3822,0.3752710334277041,0.3752710334277041,0.37630302465805926,0.37630302465805926
in_abs_error,frame_diff_changed_ratio_10_std,3822,0.37469705331430825,0.37469705331430825,0.304734704923628,0.304734704923628
in_abs_error,background_value_mean_std,3822,0.37467478539054644,0.37467478539054644,0.3625451955936773,0.3625451955936773
in_abs_error,filtered_in_flux_mean,3822,0.37435124535499786,0.37435124535499786,0.28193536484144,0.28193536484144
in_abs_error,band_flow_mag_p90_p50,3822,0.3741903257837584,0.3741903257837584,0.3246625306723448,0.3246625306723448
in_abs_error,raw_candidate_component_area_mean_p10,3222,0.37384731803409177,0.37384731803409177,0.3429120237771786,0.3429120237771786
in_abs_error,filtered_out_flux_mean,3822,0.3738352467007822,0.3738352467007822,0.2825783121936754,0.2825783121936754
in_abs_error,roi_gray_p95_std,3822,0.3734135392475401,0.3734135392475401,0.32369108482085607,0.32369108482085607
in_abs_error,filtered_candidate_pixels_p90,3822,0.37327858556361543,0.37327858556361543,0.33763365484087077,0.33763365484087077
in_abs_error,filtered_candidate_component_area_sum_p90,3822,0.37327858556361543,0.37327858556361543,0.33763365484087077,0.33763365484087077
in_abs_error,left_raw_out_flux_p50,3822,0.373104213902231,0.373104213902231,0.31363251114084606,0.31363251114084606
in_abs_error,raw_in_flux_mean,3822,0.3725521502340417,0.3725521502340417,0.2947832981710833,0.2947832981710833
in_abs_error,raw_traffic_flux_mean,3822,0.37247781708250116,0.37247781708250116,0.29361575940012546,0.29361575940012546
in_abs_error,bottom_filtered_candidate_pixels_mean,3822,0.37161225325463376,0.37161225325463376,0.2866338043334016,0.2866338043334016
in_abs_error,right_raw_candidate_pixels_p50,3822,0.37149503262619016,0.37149503262619016,0.3902100429800033,0.3902100429800033
in_abs_error,frame_diff_p90_p90,3822,0.3714421414607271,0.3714421414607271,0.36867082724553035,0.36867082724553035
in_abs_error,right_filtered_candidate_pixels_mean,3822,0.37115826125106516,0.37115826125106516,0.30323142513970175,0.30323142513970175
in_abs_error,left_raw_in_flux_p90,3822,0.37113247707812574,0.37113247707812574,0.41466442889743754,0.41466442889743754
in_abs_error,top_filtered_out_flux_p90,3822,0.37103584368218606,0.37103584368218606,0.35838222660736035,0.35838222660736035
in_abs_error,raw_out_flux_mean,3822,0.3700992882278968,0.3700992882278968,0.29395973714750734,0.29395973714750734
in_abs_error,bottom_raw_in_flux_p90,3822,0.3697151863848022,0.3697151863848022,0.34821995621262614,0.34821995621262614
in_abs_error,roi_flow_mag_p99_p50,3822,0.3696012586116653,0.3696012586116653,0.344337507307341,0.344337507307341
in_abs_error,persistence_max_mean,3822,0.3692546586160133,0.3692546586160133,0.3399477618874821,0.3399477618874821
in_abs_error,rejected_component_count_p10,3822,0.3687194919093045,0.3687194919093045,0.33913965397070106,0.33913965397070106
in_abs_error,background_gray_p95_std,3822,0.3685489205640741,0.3685489205640741,0.3174287351086181,0.3174287351086181
in_abs_error,bottom_raw_in_flux_p50,3822,0.3666655321295006,0.3666655321295006,0.33895181643634886,0.33895181643634886
in_abs_error,left_filtered_in_flux_p90,3822,0.3662539606606689,0.3662539606606689,0.37586841213411465,0.37586841213411465
in_abs_error,right_raw_in_flux_p50,3822,0.36598741352361125,0.36598741352361125,0.3744797215201963,0.3744797215201963
in_abs_error,rejected_component_count_std,3822,0.36590753648474184,0.36590753648474184,0.30687511895574465,0.30687511895574465
in_abs_error,bottom_raw_candidate_pixels_p50,3822,0.3656173434785208,0.3656173434785208,0.35864936027708155,0.35864936027708155
in_abs_error,left_raw_in_flux_p50,3822,0.36548616993238897,0.36548616993238897,0.31871397695542597,0.31871397695542597
in_abs_error,roi_flow_mag_p90_mean,3822,0.3648242023998678,0.3648242023998678,0.3067492413082265,0.3067492413082265
in_abs_error,frame_diff_mean_max,3822,0.3646216276781475,0.3646216276781475,0.2884936652792357,0.2884936652792357
in_abs_error,bottom_filtered_in_flux_p90,3822,0.36442581722428363,0.36442581722428363,0.35144198458541176,0.35144198458541176
in_abs_error,filtered_to_raw_traffic_ratio_p10,3222,0.3642687305548732,0.3642687305548732,0.36904122173043424,0.36904122173043424
in_abs_error,frame_diff_changed_ratio_25_max,3822,0.3640111442111278,0.3640111442111278,0.27082320142781785,0.27082320142781785
in_abs_error,top_raw_out_flux_p90,3822,0.36398138329726665,0.36398138329726665,0.3618655344643899,0.3618655344643899
in_abs_error,persistence_max_p50,3822,0.3633872285284823,0.3633872285284823,0.3540422975750317,0.3540422975750317
in_abs_error,left_filtered_candidate_pixels_p50,3822,0.36307874454172606,0.36307874454172606,0.31473377778721057,0.31473377778721057
in_abs_error,right_raw_in_flux_mean,3822,0.362417539317609,0.362417539317609,0.3039308529472989,0.3039308529472989
in_abs_error,filtered_candidate_component_area_max_p90,3822,0.36240579276905116,0.36240579276905116,0.3332411920038491,0.3332411920038491
in_abs_error,band_normal_abs_p90_min,3822,0.3623188656764452,0.3623188656764452,0.21832785309543984,0.21832785309543984
in_abs_error,top_raw_candidate_pixels_p90,3822,0.3622667586318572,0.3622667586318572,0.3486034153410098,0.3486034153410098
in_abs_error,bottom_raw_candidate_pixels_p90,3822,0.3621113221641591,0.3621113221641591,0.33269856799892805,0.33269856799892805
in_abs_error,band_flow_mag_p90_min,3822,0.3614287244262345,0.3614287244262345,0.20748764337019665,0.20748764337019665
in_abs_error,top_filtered_in_flux_p50,3822,0.36140575621223614,0.36140575621223614,0.3531723963333215,0.3531723963333215
in_abs_error,right_filtered_in_flux_mean,3822,0.36138769808658844,0.36138769808658844,0.3022906799161571,0.3022906799161571
in_abs_error,band_normal_abs_p90_mean,3822,0.35968222083568574,0.35968222083568574,0.2863716949960007,0.2863716949960007
in_abs_error,top_filtered_candidate_pixels_p90,3822,0.3596104258516485,0.3596104258516485,0.3462995172895124,0.3462995172895124
in_abs_error,filtered_out_flux_p90,3822,0.359363365635286,0.359363365635286,0.346422520435066,0.346422520435066
in_abs_error,top_filtered_in_flux_mean,3822,0.35916635551964327,0.35916635551964327,0.27233927274112346,0.27233927274112346
in_abs_error,roi_value_mean_std,3822,0.3584384909091022,0.3584384909091022,0.3441478816233857,0.3441478816233857
in_abs_error,frame_diff_changed_ratio_25_p10,3822,0.3579016542002619,0.3579016542002619,0.36661972731110976,0.36661972731110976
in_abs_error,raw_candidate_component_area_max_p90,3822,0.3577702852003982,0.3577702852003982,0.32342669795058765,0.32342669795058765
in_abs_error,filtered_in_flux_p90,3822,0.3577020496677066,0.3577020496677066,0.3535629779654776,0.3535629779654776
in_abs_error,band_normal_abs_mean_min,3822,0.35765167109907275,0.35765167109907275,0.21375965349984913,0.21375965349984913
in_abs_error,roi_flow_active_ratio_max,3822,0.3559509516148055,0.3559509516148055,0.27405113370428485,0.27405113370428485
in_abs_error,right_raw_in_flux_p90,3822,0.3556912248413682,0.3556912248413682,0.3669966185111284,0.3669966185111284
in_abs_error,band_flow_mag_mean_min,3822,0.3553639544806636,0.3553639544806636,0.19957504572783516,0.19957504572783516
in_abs_error,top_raw_in_flux_mean,3822,0.3550910908701336,0.3550910908701336,0.28694688822249403,0.28694688822249403
in_abs_error,candidate_direction_entropy_mean,3222,0.3550731523414342,0.3550731523414342,0.3312342954569727,0.3312342954569727
in_abs_error,bottom_filtered_candidate_pixels_p90,3822,0.354909928098801,0.354909928098801,0.36303830771699036,0.36303830771699036
in_abs_error,frame_diff_changed_ratio_25_mean,3822,0.35471015678271167,0.35471015678271167,0.29404283942391074,0.29404283942391074
in_abs_error,band_flow_mag_p90_mean,3822,0.35428251018335033,0.35428251018335033,0.28605678694387177,0.28605678694387177
in_abs_error,filtered_candidate_component_count_max,3822,0.35405668854918093,0.35405668854918093,0.28352815153846145,0.28352815153846145
in_abs_error,valid_component_count_max,3822,0.35405668854918093,0.35405668854918093,0.28352815153846145,0.28352815153846145
in_abs_error,top_filtered_candidate_pixels_p10,3822,0.35345465703522627,0.35345465703522627,0.26049837412699517,0.26049837412699517
in_abs_error,right_filtered_candidate_pixels_p50,3822,0.3531407196253602,0.3531407196253602,0.35189638146929164,0.35189638146929164
in_abs_error,right_filtered_in_flux_p90,3822,0.352724718080018,0.352724718080018,0.37328977188188034,0.37328977188188034
in_abs_error,filtered_traffic_flux_p90,3822,0.3523594368383395,0.3523594368383395,0.33209862254231715,0.33209862254231715
in_abs_error,filtered_out_flux_p10,3822,0.3516267660528042,0.3516267660528042,0.2679013217278771,0.2679013217278771
in_abs_error,roi_flow_mag_mean_p90,3822,0.35034479577565264,0.35034479577565264,0.2871030444474662,0.2871030444474662
in_abs_error,raw_in_flux_p90,3822,0.3500887178533809,0.3500887178533809,0.3394096897704605,0.3394096897704605
in_abs_error,filtered_in_flux_p10,3822,0.34995761949552917,0.34995761949552917,0.2756636466784878,0.2756636466784878
in_abs_error,band_normal_abs_mean_p90,3822,0.3499522690646396,0.3499522690646396,0.2975061408034037,0.2975061408034037
in_abs_error,band_flow_mag_mean_p90,3822,0.3498450706237209,0.3498450706237209,0.2945193603470844,0.2945193603470844
in_abs_error,raw_out_flux_p90,3822,0.34975630238764055,0.34975630238764055,0.33603724408471614,0.33603724408471614
in_abs_error,bottom_filtered_candidate_pixels_p50,3822,0.3488602592301832,0.3488602592301832,0.31634921262244886,0.31634921262244886
in_abs_error,candidate_direction_entropy_p50,3222,0.34772148628525706,0.34772148628525706,0.3365944007808428,0.3365944007808428
in_abs_error,roi_flow_mag_p99_mean,3822,0.34760273287239246,0.34760273287239246,0.29221537318748175,0.29221537318748175
in_abs_error,raw_component_count_max,3822,0.3467462963201554,0.3467462963201554,0.2828004996340052,0.2828004996340052
in_abs_error,frame_diff_changed_ratio_25_p50,3822,0.34624951462472625,0.34624951462472625,0.35843527235666234,0.35843527235666234
in_abs_error,left_filtered_out_flux_p50,3822,0.3460237271255549,0.3460237271255549,0.2256153199018749,0.2256153199018749
in_abs_error,right_filtered_candidate_pixels_p90,3822,0.34601884069850203,0.34601884069850203,0.3692844859082589,0.3692844859082589
in_abs_error,bottom_filtered_in_flux_std,3822,0.34544051391472025,0.34544051391472025,0.27837783337561495,0.27837783337561495
in_abs_error,background_gray_std_std,3822,0.3452831231935105,0.3452831231935105,0.28067456406630986,0.28067456406630986
in_abs_error,direction_balance_abs_mean,2515,-0.3450324525449266,0.3450324525449266,-0.3669775100869996,0.3669775100869996
in_abs_error,right_raw_candidate_pixels_p10,3822,0.3448833370112029,0.3448833370112029,0.32648362015103083,0.32648362015103083
in_abs_error,top_filtered_in_flux_p90,3822,0.34478026476668033,0.34478026476668033,0.3626575984252786,0.3626575984252786
in_abs_error,frame_diff_p90_max,3822,0.3446697413512388,0.3446697413512388,0.30027223781607665,0.30027223781607665
